target,mln_Mn__vs__mln_Mp,mln_Mn__vs__pre_inj,mln_Mn__vs__si_Mp,mln_Mn__vs__sp_Ame,mln_Mn__vs__sp_Mn,mln_Mn__vs__sp_Mp,mln_Mp__vs__pre_inj,mln_Mp__vs__si_Mp,mln_Mp__vs__sp_Ame,mln_Mp__vs__sp_Mn,mln_Mp__vs__sp_Mp,pre_inj__vs__si_Mp,pre_inj__vs__sp_Ame,si_Mn__vs__mln_Mn,si_Mn__vs__mln_Mp,si_Mn__vs__pre_inj,si_Mn__vs__si_Mp,si_Mn__vs__sp_Ame,si_Mn__vs__sp_Mn,si_Mn__vs__sp_Mp,si_Mp__vs__sp_Ame,sp_Mn__vs__pre_inj,sp_Mn__vs__si_Mp,sp_Mn__vs__sp_Ame,sp_Mp__vs__pre_inj,sp_Mp__vs__si_Mp,sp_Mp__vs__sp_Ame,sp_Mp__vs__sp_Mn
Rarb,0.007861634227341275,-0.5550783262317451,-0.5534801907611121,-0.21615010625954537,0.015172513799900847,0.24079163792015953,-0.5651463863666003,-0.6113711525503812,-0.20860195177730753,0.007292904518556546,0.24776570756683114,-0.05114296673515375,0.4064924832384813,-0.18005052659509566,-0.1677842405409446,-0.5893112204305762,-0.7681230983785273,-0.3161366163913491,-0.14441661671318676,0.020805359347596485,0.370660525723493,-0.5112876203189224,-0.5144059219152265,-0.22286095801395267,-0.7766492448970708,-0.7975881845741358,-0.5370439155724198,-0.2227874642833953
Pgr,-0.6798394098225936,-0.12060558870680052,-0.7007927408199839,-0.11891992517812865,1.9278525646741178,0.9228228646956385,0.3997634820200703,-0.2655574717499507,0.46351040228140683,2.205401821444207,1.5697547352267933,-0.5110525197588088,0.02190370345379641,0.6063059057898774,0.10093502887980474,0.40165589861148676,-0.16017590276441668,0.4510019251994309,1.930556463862291,1.233153062843569,0.5799549860739204,-1.6037660888127758,-2.0371986888515763,-2.02918894108586,-0.9357046876117706,-1.5688756134827861,-1.2335515773662673,0.9878343557455587
Rxra,0.2051609453926198,-1.3621285904505411,-2.3351487527180996,-1.5369154128357427,0.21827316994427645,-1.5576538332860907,-1.5198925031880686,-2.6925013308629593,-1.6050823478661536,0.034123315090126706,-1.8339678152427177,-0.9740436753744944,0.07174028068446821,0.18449019476712364,0.32274588738946974,-0.9315222379491691,-2.3049733248318662,-0.9513814770633018,0.31675244120261187,-1.0069624435826026,1.1207160611004787,-1.3930491038337252,-2.275134994029057,-1.6930402973452143,0.001544626166397704,-1.2094388395674844,0.09191544064325784,1.753624011556744
Hnf4g,-0.8613399807842468,-0.40131987616015824,0.4458062822847997,-0.12232623568177281,-0.3335457962893919,-0.7124190527583452,0.25724416470516837,1.1169631673129325,0.6100958512716609,0.36968826979156477,0.03560910089516195,0.687073816812459,0.32381667555137356,1.085541983279626,0.4344905954240619,0.5728437584135588,1.529251527382926,0.8737310865824264,0.693345252555841,0.42479036800570824,-0.5027240972859863,-0.09960525312532423,0.6379250240663641,0.2122013593958727,0.2294511013004222,1.0683287766453415,0.7138537229972267,0.378959023852402
Ncoa7,0.2300273941411712,0.4222463486195128,-0.5924512741531734,0.28016923931754406,0.32840103852597424,0.5743724063326361,0.24650214482253932,-0.817082173912083,0.06706685159294604,0.11173547761228389,0.3973694525191068,-0.8341334811683031,-0.20072998435203623,-0.08941857417965243,0.07675995995668826,0.2596336928430537,-0.7173127747604705,0.12251984781111154,0.1606616715996347,0.35184048883202046,0.7576089265218621,0.120648298481465,-0.7688105410648507,-0.05716176920108806,-0.08576723308830611,-1.1191191044547002,-0.36586528597445234,-0.24626935232868244
Nr0b1,1.0636823920319605,0.555997073322205,1.277771356949497,0.5739171738606762,0.06052562501502415,1.2667276472203193,-0.26323034850500304,0.6009882130797451,-0.3733998804793599,-0.773002862553199,0.34700359629838035,0.6712615530993747,-0.07987176218817776,-0.9949693061728571,-0.2063097354818333,-0.383890741376158,0.37247560679008085,-0.47727515055236364,-0.821885516447244,0.05652743696670751,-0.8017941543098405,0.45189100063523197,1.119368761189113,0.4891141027716467,-0.5604684982555063,0.31276565679150725,-0.8584217728583123,-1.1932847480361388
Ppargc1a,0.13442493137233338,0.6381055970947214,1.4648006353227465,0.634191995795432,-0.32404212485088657,1.0738760253631214,0.5369135253618311,1.4993934810457694,0.47719213912220837,-0.3878101545564215,1.0139287972385322,0.7752587274050108,-0.10997866107127514,-1.0655960607135357,-0.9304497788676168,-0.37156123399615704,0.5105290026395402,-0.48702317990016253,-1.1513462653240305,-0.13523655392959344,-0.9322197315919022,0.8255262122318135,1.5575527883072304,0.9306477706586722,-0.31461532057449115,0.6686119890498751,-0.5586909628435036,-1.3792175592151803
Rorb,-0.13092560375770762,-0.919003532330117,1.7146910421730241,-0.3930633399074277,2.5221846224172872,1.6273589015042877,-0.8205222619391985,1.952629592195539,-0.2554018426677758,2.2977321489075764,1.8278526712161447,2.179014415498513,0.6358345850491931,-0.7238193682001162,-0.7897629770250726,-1.3209499231145378,1.1068410412137135,-0.9254425220615043,1.2119416422763034,0.5806244783792214,-1.8942259081819004,-2.7905388134353704,-0.23934926084315014,-2.8654864174617183,-2.3711503754318914,0.4708251815932274,-2.3874608483803144,0.8849860929441855
negCtrl_EGFP,-0.08037733469270976,0.9805106280115523,-0.9020095547989182,-0.45632143910371004,-0.9296750407917259,-0.555018200971587,1.0451943729609927,-0.9250152803426229,-0.35799842454471414,-0.7553127519897181,-0.5140104402242388,-1.5291825700508608,-1.481874980593013,0.43974423255953143,0.36659126714124135,1.1363700827770642,-0.5270331400505742,0.06112611134162272,-0.2942595958388738,-0.02707218475548739,0.5273973985167105,1.607129386325907,-0.16224645416790248,0.485065762099678,1.4864024228197885,-0.5015481295853024,0.14066209293678497,-0.36293611862812464
Nr4a1,-1.5741282314967058,0.38469219159599266,0.2241843489524377,-0.37300309244856716,-0.9337979167736834,-1.9964183735574028,1.6150769201745503,1.4237512029551118,1.0034327481582859,0.4068269021093827,-0.6563797933886789,-0.10596835382394951,-0.7673614592298938,-1.3145332183342289,-2.378278178671363,-0.765770261889686,-1.0622397012022324,-1.4356649274052147,-1.8089147300599704,-2.6413846587742147,-0.47850943116120626,1.0861954705606645,0.8661952224110172,0.5740446296794625,2.1477480931353248,1.9080158955324569,1.9592197453680176,1.0622484404805839
Rorc,-0.16995465113474068,0.25178120413523675,0.5923230804924517,-0.6834435170315696,-0.9180094609779155,0.444330425349657,0.38233559283081203,0.7735018935829904,-0.49473465857422316,-0.6766133786625934,0.6275534057511782,0.31860594435485523,-0.8990852137241813,-0.378344657218408,-0.48481189589682144,-0.11265565583929421,0.25966062567474546,-0.8302155209076933,-0.9907594424399235,-0.001487162149806622,-1.0460457754269032,0.9437983195571342,1.1861712620439564,0.25511777576717287,-0.14153182559250688,0.26347083440322827,-1.317772627887157,-1.340379297687489
Ncoa4,0.45551493691933975,-0.09771238295553422,0.5359017064717859,0.20182805486748126,-0.40636265473598526,0.20109035956880603,-0.4460932102587059,0.24504562572745225,-0.19523904286744168,-0.7058182331324642,-0.2060462577417186,0.5372795591890546,0.2915945767843949,-0.9347933795908385,-0.577910753674237,-0.8437911420524408,-0.349613789578608,-0.6808948517559592,-1.0972019907811317,-0.6752548930342613,-0.362207106957921,0.2310812294887839,0.7730793399385543,0.5973066403325431,-0.27782231050551925,0.4061615177837678,-0.008472613098301916,-0.5967555505248715
Nr2c2,0.12893297439112483,-0.7329840766828373,-0.5907122734375131,-0.08164195968648247,0.05785771914046588,-0.39662158777004397,-0.8310089929331285,-0.7421836203932015,-0.18491765664847487,-0.048317021293393304,-0.5381650474810736,0.05020920091012279,0.7190103524716998,0.6302012160481663,0.6987834439479234,-0.06054582621121128,-0.01026305409420507,0.5004795527060307,0.5850708727372719,0.2604045334981861,0.5000383197777925,-0.6993050355511885,-0.5784461878071109,-0.13574398944051724,-0.38710374804568215,-0.30208556756177124,0.38123137523180023,0.4483889353650888
Nr1d2,0.46868939659171055,0.4692637571943954,0.42381620702703965,-0.6190080539990266,-0.8630782498230478,-0.5956733816498497,0.1091369131734514,0.11292015411464718,-0.9718495524348375,-1.1164373912962853,-1.055696397459026,0.005747142697089676,-1.0752631778708024,0.20650845843048762,0.5316572971701518,0.5406741702846253,0.6542713480117622,-0.2632261166048033,-0.4467183265394667,-0.263868074914132,-0.8387061156481543,1.096152262845767,0.9929650952774692,0.2626104748322955,1.002007032826898,0.9544290097308757,0.0034283022711813337,-0.25613710168345255
Rara,-0.8436716802646529,0.3277185496340055,0.40730503813872315,-0.37355255225570566,-0.2737819497093149,-0.6237530352330062,0.9778683442209785,1.0694942951193622,0.3637058261926807,0.4065772168107588,0.11545204974853765,0.10001976515009202,-0.6974805563969941,-0.37978345482748904,-0.9620924352664558,-0.05319990667350413,0.05989950323531071,-0.6061626344776787,-0.5247140792721005,-0.8025937951021695,-0.648422626257937,0.5070851623529614,0.561789022494534,-0.08623045022395916,0.887435471842366,0.9609951986928076,0.3178111738203052,0.34659047717856256
Thra,0.08800061240214684,1.2179590735280819,0.7320703222082652,0.4387461776758202,1.177495543380154,0.5613754766173013,1.1539984924971287,0.7171384072242416,0.32937925250833944,0.9502056984562587,0.5095647355039366,-0.29802389419265296,-0.91788162823123,0.9778758405965293,1.0011495214382706,1.7675422898060364,1.7244205790040097,1.182069659281528,1.688907786970825,1.2848677650284814,-0.3819847846859248,0.1589580446956575,-0.17322565086943292,-0.7606015056749132,0.7367634106648218,0.3145026475789501,-0.16716273574055368,0.6074074983800068
Rxrg,0.07821708091998357,0.0018283777215245506,-0.19976737841991188,-0.7918560507308436,-0.8716395326111239,-0.27575270199406393,-0.058337654382050505,-0.2757975447736014,-0.8045621667648755,-0.8245826181937127,-0.36351551412614896,-0.17349304381969594,-0.7284143060689261,0.104396929169002,0.1557267372661457,0.08726049560109254,-0.1098043286473668,-0.47864653008113417,-0.5408210135732946,-0.11417595861442946,-0.37367900484392247,0.6843421167297431,0.433857394425469,0.10490462659101675,0.24764218864401066,0.01760022420694089,-0.5801256843051984,-0.5821376814254812
Ncoa5,-0.367180100442112,-0.6445270144429227,-0.2700277263314904,-0.9647003005067333,-0.5588437414775357,-0.8263509555455794,-0.3650924616823206,-0.02200983924589172,-0.5897939574989456,-0.20902184684052977,-0.5379173529624149,0.2610753593790291,-0.18499181365299086,0.16594597634864056,-0.10012109372878032,-0.3725081928632716,-0.12396051386975797,-0.5485396761449108,-0.26202161504934274,-0.4722829188596563,-0.42974467937712957,-0.13900673604774758,0.1497665897302028,-0.37053227810738426,0.08498464757408858,0.40577397982314917,-0.11788886359405024,0.26826061254984673
Nr1h4,0.7880112485327319,0.8214092874607134,-0.220716130379259,0.48653583201267403,0.06119956334711278,0.3522255789875064,0.21751747548484834,-0.8262438455983745,-0.21137230979905486,-0.5521699599605735,-0.3514486359554938,-0.8178154416949944,-0.4436421654849288,-0.06800884619813094,0.4908429822199836,0.5893152047918121,-0.3029931176118679,0.2880878713426813,-0.014592083228601683,0.20200350077354534,0.55180567497775,0.6872713573310312,-0.24347926937242875,0.40614698798751037,0.5159549328169488,-0.5320413300361252,0.1372375359807951,-0.287975236019785
Ncoa2,0.46356061465715226,0.1818427558899352,0.7062339712251583,0.7015329876030749,-0.8787108025804866,0.37508856985515937,-0.17622191103404225,0.4266915225553953,0.2597441743346717,-1.131606427024702,-0.03465857275984919,0.47070562161258805,0.4464559370721413,-0.635993658353634,-0.28087266102528946,-0.3784571641883003,0.1309414871324528,-0.059834935365268835,-1.1855981218941496,-0.28377516154481,-0.17485203702418098,0.8531576985884552,1.258899446603752,1.5510598703365828,-0.14967453287190152,0.4469969797136174,0.3585893531289376,-1.231068006909381
Nr1i3,0.2825072844955688,-2.501736805230378,-1.0444604031508733,-1.9524083161224401,-0.823363544922368,-3.153349269708653,-2.7320091470604955,-1.3557825436612976,-2.0859518741500014,-0.9513734930403385,-3.6309467693796402,1.0358486142772598,0.9151648692404357,2.8370604945439775,2.941117726638484,0.3389078650337157,1.690059567755109,1.0820025524029757,1.848982779927236,0.09583042213704394,-0.42496331650437114,-1.6017676266954188,-0.37028152656393815,-1.0812911690201341,0.31911325844403926,1.5834464977137577,1.5801430008127468,2.342945363170149
Ncoa6,0.07659732582430712,1.2701847840629406,-0.9222716240072423,0.14339558940336156,-0.03429623238450938,-0.03629733125803793,1.2150874894637973,-1.0633553019748556,0.06915085874304151,-0.08895192566611719,-0.10873840971712823,-1.7681027415311852,-1.2459017046473928,0.787776814347815,0.8123427592003466,1.6518471310239067,-0.2056574595772148,0.802293648844251,0.6530223337356709,0.6688597539855254,0.9714748162990037,1.1647145298393597,-0.8116887683521244,0.1717941597026229,1.316974218212379,-0.9593681960031146,0.20833940640704826,0.0022316548931569534
negCtrl_Cd19,-0.13983541861388704,0.969930342137517,-0.010411017688480597,-0.11203533036917121,-0.3681101281834624,-0.31469222919171996,1.0808228874858685,0.09232060676950421,0.013343960818455222,-0.21621885065559,-0.20523005282879034,-0.753961982356194,-1.1555763020187697,-0.5834570831261388,-0.6608067340800918,0.2872960910820819,-0.5866003894425528,-0.5990718157903081,-0.7695437674882197,-0.7522826542938692,-0.06970960818558568,1.1588807911101984,0.2504040585200102,0.25813433625456106,1.2630184323331544,0.25412356737173586,0.24892345074866404,-0.04950126486136205
Rarg,0.2757234606143237,0.9475647960781219,0.25875009017009565,0.48239124283844587,-0.0525174260372341,0.7253313851065332,0.7381739573222968,0.0779912366407182,0.21717786816082157,-0.2572231649052663,0.5145967359338065,-0.5014397726632525,-0.5835472192588026,0.1897588647737621,0.3778400371241249,0.9043132484112354,0.4617899145487298,0.516063279547018,0.12492340282100232,0.7107887898890223,0.09777025097258772,0.8885530825637042,0.27061270485692673,0.5158061393167039,0.31028755100744027,-0.33199880427717904,-0.31375763939975304,-0.7664757730689327
Dmrta1,-0.24812559705312165,0.8645604704505802,-0.27096432805047366,-0.2916470698031754,-1.2342540366975923,-0.6064409911187474,1.0553550150543805,-0.11349084547426312,-0.06141204212931851,-0.8921602703205963,-0.41583520606391416,-0.8867713895438895,-1.2055282247026355,1.020272540037354,0.8098553202847787,1.5163783723352213,0.7145977834210143,0.6937780575980267,-0.01099459588186346,0.4476133289368897,0.05095211636122703,1.7400183352120426,0.6149868089931401,0.9450453479067049,1.4079020526696977,0.21572657958681207,0.3910256161170199,-0.6066727568930753
Rora,0.7960731922486297,0.9416749687670661,-0.10611892729386133,0.6755380654018192,0.5338596238560702,0.2804540708015342,0.33466784655252657,-0.7072412925584914,-0.041623958915566146,-0.1423917693916638,-0.4343294349469658,-0.8132260104632802,-0.40227977434572565,-0.04753987085470046,0.5178645471022413,0.7055984983028001,-0.15958614880234342,0.44543356936765177,0.3458227321787685,0.1681690156441022,0.579292738756565,0.4261186401063797,-0.47296569769122115,0.1180251601422779,0.7029141452362594,-0.3498796561009507,0.44063654889037823,0.24677522807604274
Nr6a1,0.06687159770103059,-0.5987222444992075,0.08475865404114956,0.7541784166289002,-0.10166749951238398,0.5407571869202706,-0.6524208405016629,0.04297499830476089,0.6462494973703726,-0.14084457720802016,0.5114543883447534,0.5300149181979468,1.3325672918352947,-0.4142094855108223,-0.3511205912575322,-0.8123510964153339,-0.3164473406143722,0.1776966215497824,-0.42891237755796274,0.039352595770166664,0.4530214442551226,-0.4574702384087799,0.14854843008125665,0.8166181006908375,-1.0885242022714319,-0.36299147353716155,0.218506378542012,-0.6343267475135769
Esrra,-1.6184026268103509,-2.239076041078693,-0.4038365370072933,-0.3210322649220218,-2.2811477690207718,-0.8856340351963582,-1.008161514084453,0.7560532839993366,1.0585409467282056,-0.7729587451403921,0.5503204525774448,1.3693212969196915,2.132468099048024,0.9167933088415351,-0.2530402164254331,-1.009514821356639,0.4758515329328413,0.5887602741311225,-0.8627862525648119,0.15414475013909676,0.15325929538694738,-0.20955257367260707,1.2525615781214312,1.9633294423607988,-1.479650144023579,0.30859899036573557,0.6831713232699737,-1.3754336921898405
negCtrl_RFP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nr4a2,-1.077751796952402,-0.6264242651217614,-0.8680531969795077,2.7177594453184937,0.4308099734766844,0.16176823846383373,0.20110877651777523,-0.14878448402689978,3.4687836165529125,1.2086649207671822,1.1630940635955733,-0.27094348929526874,3.19149140905122,0.3253204522789737,-0.451165663123836,-0.22719141225010364,-0.6058366345946642,2.2929199244791802,0.5924260068457848,0.4091823084185633,2.805214109281955,-0.8991697902355776,-1.0935065815714435,2.227247183797824,-0.7773205370601453,-1.072520953103582,2.981844299577079,0.2621880256857708
Nr2f2,-0.6204362719522453,0.18437109434328014,-1.2775103463258766,0.9785320102153839,2.0942105270862594,0.7683758096502836,0.6624346795518508,-0.9348430763201088,1.4282752644001107,2.329119522849061,1.3811424625917126,-1.2471024608553232,0.6946252153637263,0.5931270534736477,0.1336867560361289,0.6362713616762539,-0.7770789171858968,1.2210689428395256,2.013453842295624,1.091421388931575,1.885390014596446,-1.4822111940647895,-2.6280364238643656,-1.1457469219126024,-0.49763363540534233,-2.002173852206666,0.20499133219715152,1.309533197136584
Nr5a1,-1.2530849901677585,-0.11289335693649788,-0.6298640477982077,0.6290721479998113,1.0597975551947925,0.553722565941619,0.8397738344845269,0.241276803796259,1.6469603680209084,1.8899269119080446,1.7433737068610933,-0.4512600118799924,0.6862346003846055,1.8826481980745995,0.9291699254047867,1.4659379771426915,1.1729562023513826,2.11250716453019,2.374320823438778,2.0694754375923075,1.0448570566319038,-0.9225061359167446,-1.3140117097490083,-0.44468195659270204,-0.5964953831381057,-1.1517466539582863,0.058685063113470236,0.48515789341908444
Scand1,-0.4866893253363141,-0.35032993931037304,-1.138880218258435,0.3410655412166463,1.9254322712534544,0.9138054018055853,0.022360883529795424,-0.8888132226948655,0.7107179417961099,2.0572560412579324,1.4127011993263077,-0.7158053263662864,0.6932929812064422,3.2593104038292733,2.8349765791646173,2.4529342818420563,2.0388601501458874,3.141478020072211,4.18236009519387,3.5750592248791753,1.2700117753830955,-1.84539736323805,-2.345279848329736,-1.5931040456082262,-1.1683675315895599,-1.9773532075569058,-0.6389077980724351,1.009425312281774
Nr2c1,0.0373459769059743,0.07868783592810957,-0.43777380220874995,0.1362288342115803,0.17862738624559182,0.8413074778104997,0.05028183205513574,-0.5059509268535266,0.09550753012576958,0.12812663169453287,0.856184747396016,-0.43892642438580654,0.03955962611010727,0.6928645789315317,0.6947683791812932,0.6340869142958226,0.21600563570911452,0.7136115769738691,0.7243369549586082,1.2415409293040434,0.5097408602599319,-0.06944548456338598,-0.5213095063751854,-0.04662033940966987,-0.6691993587237984,-1.1749610137843305,-0.8511823600904829,-0.6552188519434278
Ppargc1b,-1.2123521191466082,0.44472118917546727,0.2402465080520259,1.6669247019165312,-1.0169977281007965,0.9222562232111451,1.3789730336663242,1.1542107391771452,2.5526541244771668,0.03931748103210656,2.0746094132020585,-0.13220839950908078,1.039639379382104,1.3121634675912317,0.4125267984276747,1.4352897925691697,1.5329139770468856,2.3393035529409825,0.3997779099406069,1.8386586240910558,0.9503388020975531,1.200569592861003,0.9274039325135298,2.598800071112112,-0.36681084708804207,-0.5155350972996993,0.8146490725663554,-1.896069235529938
Nr2f1,1.1964799939680741,0.3695544327275754,1.0353642495458488,-0.03967313953691482,0.1407160548013863,-0.0942893635517199,-0.5483416297003443,0.24209096282120926,-1.0463556433733292,-0.7920328146947532,-1.198334274818264,0.6095225247953948,-0.43690891291071476,-0.056403939512945596,0.7916116681751428,0.24548437287437533,1.042674254047826,-0.0786324715288757,0.053620394763276936,-0.12046609819468522,-1.0048225668368165,0.21989181350524858,0.8357717152365317,-0.17764808795141826,0.4576620190842346,1.1900294701615735,0.0673389283580036,0.23109865122309092
Nr1d1,-2.1388785956330483,-1.6119962524890534,-0.5864713577677351,-2.5217135267509128,-0.8808987896096574,-1.5254699110601304,-0.013324851081411685,0.9501140878080376,-0.5918171670391051,0.8642957247878446,0.3210759017395532,0.7550991456803375,-0.5708735718123805,-1.1668799821074458,-2.6380661350821093,-2.2593147931379307,-1.7774186330589865,-2.887327476654984,-1.6509919504091317,-2.1950727452108847,-1.2696151629663062,-0.7808938817795451,0.09379304557783395,-1.5876383275423358,-0.2872079955484007,0.6734953048607526,-1.0992296184674422,0.6623160553107124
Vdr,-0.34751433959132955,-2.211429322360651,-1.5787231108774664,-0.18208011016237763,-1.2720745878787105,-1.3854789432617125,-1.948295547729247,-1.4566428405975433,0.12337221370015555,-0.8498837719035395,-1.1484020955001453,0.3345058215888586,2.235848127492195,1.639421480211768,1.3321268647529074,-0.39789676388782935,-0.06358035964581335,1.3367067568277933,0.5142746475978313,0.43355738407083394,1.3702057844960687,-1.0072121677368377,-0.5550856290703257,1.0896832214866232,-1.0201258149630394,-0.5481256942758419,1.4477754371789209,0.12158237298077094
Esrrg,-0.8638926343886236,-0.6013635914986658,0.21171172263042878,-0.9074580616830412,0.5567333833211495,-0.6457777772022563,0.06151941910539699,0.8780947374084529,-0.11791804724553245,1.1570912440406484,0.11093030343338633,0.6449228544333192,-0.18198687701337146,-0.29547909120940036,-0.8977040678344603,-0.7211724667654211,-0.06401674323987437,-0.9179171914045707,0.14820393297030804,-0.7452691486056299,-0.849357214488448,-0.9737234138860518,-0.20022124938919766,-1.4284675910714715,-0.031268902645612176,0.7766531024642862,-0.2708626790439169,1.187472416816929
