target,sp_Mn__vs__mln_Mn,sp_Mn__vs__si_Mp,sp_Mn__vs__mln_Mp,sp_Mn__vs__si_Mn,sp_Mn__vs__sp_Mp,sp_Mn__vs__sp_Ame,sp_Mn__vs__pre_inj,mln_Mn__vs__si_Mp,mln_Mn__vs__mln_Mp,mln_Mn__vs__si_Mn,mln_Mn__vs__sp_Mp,mln_Mn__vs__sp_Ame,mln_Mn__vs__pre_inj,si_Mp__vs__mln_Mp,si_Mp__vs__si_Mn,si_Mp__vs__sp_Mp,si_Mp__vs__sp_Ame,si_Mp__vs__pre_inj,mln_Mp__vs__si_Mn,mln_Mp__vs__sp_Mp,mln_Mp__vs__sp_Ame,mln_Mp__vs__pre_inj,si_Mn__vs__sp_Mp,si_Mn__vs__sp_Ame,si_Mn__vs__pre_inj,sp_Mp__vs__sp_Ame,sp_Mp__vs__pre_inj,sp_Ame__vs__pre_inj
Esrra,8.95980869411928,11.244267102655606,2.3369777154279348,6.784586119400582,4.011073040308712,5.819339325246403,-5.303875098201753,2.284458408536326,-6.622830978691344,-2.1752225747186977,-4.9487356538105685,-3.140469368872876,-14.263683792321032,-8.90728938722767,-4.459680983255024,-7.233194062346894,-5.424927777409202,-16.54814220085736,4.447608403972647,1.6740953248807766,3.4823616098184687,-7.640852813629688,-2.7735130790918703,-0.9652467941541781,-12.088461217602335,1.808266284937692,-9.314948138510465,-11.123214423448156
Esrrb,-1.6423743090371645,0.37784989575413447,-8.66695310044953,-0.6802663657072998,-6.804612807678678,-8.761661378294196,-11.669558199776422,2.020224204791299,-7.024578791412367,0.9621079433298647,-5.162238498641514,-7.119287069257031,-10.027183890739256,-9.044802996203666,-1.0581162614614343,-7.1824627034328135,-9.13951127404833,-12.047408095530555,7.986686734742231,1.8623402927708526,-0.09470827784466422,-3.00260509932689,-6.124346441971379,-8.081395012586896,-10.989291834069121,-1.9570485706155167,-4.864945392097742,-2.9078968214822254
Esrrg,-1.420781937154791,3.702367806095408,-5.214685359348282,1.6569833560427298,-5.15311584595443,-6.2459951895036685,-8.344789861682292,5.123149743250199,-3.793903422193491,3.077765293197521,-3.7323339087996388,-4.8252132523488775,-6.924007924527501,-8.91705316544369,-2.045384450052678,-8.855483652049838,-9.948362995599076,-12.0471576677777,6.871668715391012,0.061569513393852304,-1.0313098301553865,-3.13010450233401,-6.81009920199716,-7.902978545546398,-10.001773217725022,-1.0928793435492388,-3.1916740157278625,-2.0987946721786237
Hnf4a,-1.0889771913832107,-2.224594006197313,-2.3654334912675736,0.8454444378842126,-6.002588017873501,-6.955240522364815,-8.176930784940982,-1.1356168148141024,-1.276456299884363,1.9344216292674232,-4.91361082649029,-5.866263330981605,-7.087953593557771,-0.14083948507026064,3.0700384440815256,-3.7779940116761876,-4.730646516167502,-5.9523367787436685,3.210877929151786,-3.637154526605927,-4.589807031097242,-5.8114972936734075,-6.848032455757713,-7.800684960249027,-9.022375222825193,-0.9526525044913143,-2.1743427670674804,-1.2216902625761663
Hnf4g,1.4610244545701079,7.562255253356684,-2.3096160286022,-0.777027655978042,-2.4795632846905598,-0.8938816377813126,-4.718378230819862,6.101230798786576,-3.7706404831723077,-2.23805211054815,-3.9405877392606676,-2.3549060923514205,-6.17940268538997,-9.871871281958883,-8.339282909334726,-10.041818538047243,-8.456136891137996,-12.280633484176546,1.5325883726241578,-0.16994725608835992,1.4157343908208873,-2.4087622022176625,-1.7025356287125177,-0.11685398180327056,-3.9413505748418203,1.5856816469092472,-2.2388149461293025,-3.8244965930385497
Ncoa1,4.047694908433786,2.946459884096788,0.7777299484182834,10.947963021367688,-2.238716239077668,-1.2818431615747101,-5.97047478798581,-1.101235024336998,-3.2699649600155025,6.900268112933901,-6.286411147511454,-5.329538070008496,-10.018169696419596,-2.168729935678505,8.001503137270898,-5.185176123174456,-4.228303045671498,-8.916934672082599,10.170233072949404,-3.0164461874959514,-2.0595731099929937,-6.748204736404094,-13.186679260445356,-12.229806182942397,-16.9184378093535,0.9568730775029579,-3.731758548908142,-4.6886316264111
Ncoa2,2.7178126795089974,9.389095787824774,2.470715742466821,6.6706008081514705,2.1033746387017955,2.54897139530325,-1.4219844607925272,6.671283108315776,-0.24709693704217628,3.952788128642473,-0.6144380408072022,-0.1688412842057474,-4.139797140301525,-6.918380045357952,-2.7184949796733022,-7.285721149122978,-6.840124392521523,-10.811080248617301,4.19988506568465,-0.3673411037650259,0.07825565283642888,-3.8927002032593485,-4.567226169449675,-4.121629412848221,-8.092585268943997,0.44559675660145476,-3.5253590994943225,-3.9709558560957774
Ncoa3,0.7942392984602122,12.365457913945928,3.9443259476450407,8.149520715217204,0.5772903213742608,-1.16672357198494,-0.8383513289528424,11.571218615485716,3.1500866491848285,7.35528141675699,-0.21694897708595134,-1.9609628704451523,-1.6325906274130546,-8.421131966300887,-4.215937198728724,-11.788167592571666,-13.532181485930868,-13.203809242898767,4.205194767572162,-3.3670356262707797,-5.111049519629981,-4.782677276597883,-7.572230393842942,-9.316244287202142,-8.987872044170045,-1.744013893359201,-1.4156416503271032,0.3283722430320978
Ncoa4,1.5574455810791192,7.785923172739899,1.3781145919224542,6.714292067353095,0.5304945107177389,0.1530486838745503,-3.4553838452280248,6.22847759166078,-0.17933098915666507,5.156846486273976,-1.0269510703613804,-1.404396897204569,-5.012829426307144,-6.407808580817445,-1.071631105386804,-7.25542866202216,-7.632874488865349,-11.241307017967923,5.336177475430641,-0.8476200812047153,-1.2250659080479038,-4.833498437150479,-6.183797556635357,-6.561243383478545,-10.16967591258112,-0.37744582684318856,-3.9858783559457636,-3.6084325291025747
Ncoa5,2.4686804833172054,5.412082644820582,-0.06219525942040131,3.6719451422756983,-2.2521785908042253,-2.9791935184836356,-4.970857118877774,2.9434021615033763,-2.5308757427376065,1.2032646589584932,-4.720859074121431,-5.447874001800841,-7.439537602194979,-5.474277904240982,-1.7401375025448829,-7.6642612356248065,-8.391276163304218,-10.382939763698355,3.7341404016961,-2.1899833313838237,-2.9169982590632344,-4.908661859457372,-5.924123733079924,-6.651138660759334,-8.642802261153472,-0.7270149276794106,-2.7186785280735486,-1.9916636003941381
Ncoa6,0.5396227608112056,-0.6346372291076534,-0.4876883654972346,-1.7985886866527636,-1.2404329778315741,-0.796594551054703,2.4765972180937013,-1.174259989918859,-1.0273111263084402,-2.3382114474639693,-1.7800557386427798,-1.3362173118659086,1.9369744572824956,0.1469488636104188,-1.1639514575451102,-0.6057957487239207,-0.1619573219470496,3.1112344472013547,-1.310900321155529,-0.7527446123343395,-0.3089061855574684,2.964285583590936,0.5581557088211895,1.0019941355980606,4.275185904746465,0.44383842677687113,3.7170301959252754,3.2731917691484043
Ncoa7,-0.841994532959968,0.5571669838483473,-1.4246500340413917,1.4941914572148747,-0.2927206572352077,-1.8016341858699338,-3.7324151372555954,1.3991615168083154,-0.5826555010814237,2.3361859901748425,0.5492738757247603,-0.9596396529099659,-2.8904206042956275,-1.981817017889739,0.9370244733665274,-0.849887641083555,-2.3588011697182814,-4.289582121103943,2.9188414912562664,1.131929376806184,-0.3769841518285422,-2.3077651032142037,-1.7869121144500824,-3.2958256430848087,-5.2266065944704705,-1.5089135286347262,-3.4396944800203877,-1.9307809513856615
Nr0b1,0.18670197184271942,9.768924346791653,1.9113357222913585,6.009957474942448,2.7049744120447237,0.008765371611053396,-2.4376257748274544,9.582222374948934,1.724633750448639,5.823255503099729,2.5182724402020042,-0.17793660023166602,-2.6243277466701738,-7.857588624500295,-3.7589668718492053,-7.06394993474693,-9.7601589751806,-12.206550121619108,4.0986217526510895,0.7936386897533652,-1.9025703506803051,-4.348961497118813,-3.3049830628977244,-6.001192103331395,-8.447583249769902,-2.6962090404336703,-5.142600186872178,-2.4463911464385077
Nr0b2,1.9085590269293011,12.307741747120955,0.2621312741671981,5.082597068125149,2.9766454943759677,1.2979021148656404,-3.033326275265599,10.399182720191654,-1.6464277527621032,3.1740380411958475,1.0680864674466666,-0.6106569120636607,-4.9418853021949,-12.045610472953756,-7.2251446789958065,-9.331096252744986,-11.009839632255314,-15.341068022386553,4.8204657939579505,2.7145142202087698,1.0357708406984425,-3.295457549432797,-2.1059515737491807,-3.784694953259508,-8.115923343390747,-1.6787433795103273,-6.009971769641567,-4.33122839013124
Nr1d1,3.6929493458830414,5.116628070917649,-4.6295618794679685,10.8294561350928,-3.754439281832267,-7.580221542852897,-8.044035177993253,1.423678725034608,-8.32251122535101,7.136506789209759,-7.447388627715308,-11.273170888735939,-11.736984523876295,-9.746189950385618,5.712828064175151,-8.871067352749916,-12.696849613770546,-13.160663248910902,15.459018014560769,0.875122597635702,-2.950659663384928,-3.414473298525285,-14.583895416925067,-18.409677677945698,-18.873491313086053,-3.82578226102063,-4.289595896160987,-0.46381363514035695
Nr1d2,3.601074726621993,9.870489778148363,3.802868895242554,4.62456316924218,-0.25436530493900494,-0.600392558526508,0.9107532088266718,6.26941505152637,0.20179416862056124,1.023488442620187,-3.8554400315609976,-4.2014672851485,-2.690321517795321,-6.06762088290581,-5.245926608906184,-10.124855083087368,-10.47088233667487,-8.959736569321691,0.8216942739996256,-4.057234200181559,-4.403261453769062,-2.8921156864158823,-4.878928474181184,-5.2249557277686876,-3.713809960415508,-0.346027253587503,1.1651185137656768,1.5111457673531798
Nr1h2,-3.227123892802453,-0.4062984074093521,-4.024279968517772,-6.8651732054599535,-4.261910014133981,-10.951755228812834,-7.439660137409834,2.820825485393101,-0.797156075715319,-3.6380493126575004,-1.0347861213315284,-7.72463133601038,-4.212536244607381,-3.61798156110842,-6.458874798050601,-3.8556116067246293,-10.545456821403482,-7.033361730000482,-2.8408932369421813,-0.2376300456162094,-6.927475260295061,-3.4153801688920615,2.603263191325972,-4.08658202335288,-0.5744869319498799,-6.689845214678852,-3.177750123275852,3.512095091403
Nr1h3,4.355149257421981,6.710227948207361,1.858230215330759,3.8324353255199575,0.2201339806470486,1.483099481644236,-1.2438532010965322,2.355078690785381,-2.4969190420912213,-0.522713931902023,-4.135015276774932,-2.8720497757777443,-5.5990024585185125,-4.851997732876602,-2.8777926226874038,-6.490093967560313,-5.2271284665631255,-7.954081149303893,1.9742051101891984,-1.6380962346837105,-0.3751307336865229,-3.1020834164272912,-3.612301344872909,-2.3493358438757213,-5.07628852661649,1.2629655009971874,-1.4639871817435808,-2.726952682740768
Nr1h4,0.154635430645925,3.3308885748831805,1.3941270718049974,2.3976716545318246,-0.13470188886408607,-0.0608522877722919,-1.0383848923102146,3.1762531442372555,1.2394916411590724,2.2430362238858996,-0.28933731951001107,-0.2154877184182169,-1.1930203229561396,-1.936761503078183,-0.9332169203513558,-3.4655904637472665,-3.3917408626554724,-4.369273467193395,1.0035445827268272,-1.5288289606690835,-1.4549793595772893,-2.432511964115212,-2.5323735433959107,-2.4585239423041165,-3.436056546842039,0.07384960109179417,-0.9036830034461284,-0.9775326045379226
Nr1i2,-0.764514069555382,1.319892238466501,-0.9361239620561221,-0.7278722367718515,-1.3425497846261294,-0.8433295139468271,-5.879373954963569,2.084406308021883,-0.1716098925007401,0.036641832783530504,-0.5780357150707474,-0.07881544439144506,-5.114859885408187,-2.256016200522623,-2.0477644752383526,-2.6624420230926304,-2.163221752413328,-7.19926619343007,0.2082517252842706,-0.40642582257000726,0.09279444810929505,-4.943249992907447,-0.6146775478542779,-0.11545727717497556,-5.151501718191717,0.4992202706793023,-4.5368241703374395,-5.036044441016742
Nr1i3,3.0780020902191634,2.9139262925979583,2.5503564999547947,-5.992670403270042,-9.126156252637607,-5.184763512654808,-11.035362892621382,-0.16407579762120506,-0.5276455902643686,-9.070672493489205,-12.20415834285677,-8.262765602873971,-14.113364982840546,-0.3635697926431636,-8.906596695868,-12.040082545235565,-8.098689805252766,-13.94928918521934,-8.543026903224836,-11.676512752592402,-7.7351200126096025,-13.585719392576177,-3.133485849367565,0.807906890615234,-5.0426924893513405,3.941392739982799,-1.9092066399837755,-5.8505993799665745
Nr2c1,-0.2835335846399971,1.8390600283961003,-1.4949259092109912,-1.4331541840373774,1.2706931315992662,-1.7620970421684536,-4.638067965873721,2.122593613036097,-1.211392324570994,-1.1496205993973803,1.5542267162392633,-1.4785634575284565,-4.354534381233724,-3.3339859376070913,-3.2722142124334774,-0.5683668967968339,-3.601157070564554,-6.477127994269821,0.061771725173613845,2.7656190408102574,-0.2671711329574625,-3.14314205666273,2.7038473156366436,-0.3289428581310763,-3.204913781836344,-3.03279017376772,-5.908761097472987,-2.8759709237052675
Nr2c2,0.11818352077160199,0.8724627092220736,-0.6992158849601182,-1.3693285828351094,-3.3202791448720888,-2.2119836554360646,-8.400020708768018,0.7542791884504716,-0.8173994057317202,-1.4875121036067114,-3.4384626656436907,-2.3301671762076666,-8.51820422953962,-1.5716785941821918,-2.241791292057183,-4.192741854094162,-3.084446364658138,-9.272483417990092,-0.6701126978749912,-2.6210632599119705,-1.5127677704759463,-7.7008048238079,-1.9509505620369794,-0.8426550726009552,-7.030692125932909,1.1082954894360242,-5.079741563895929,-6.1880370533319535
Nr2e1,-2.4159689678134413,8.624736815632724,3.2556496327250692,9.574091272845939,0.22781941812391202,-2.2944606828182805,-5.496801567958362,11.040705783446166,5.671618600538511,11.99006024065938,2.6437883859373534,0.1215082849951609,-3.080832600144921,-5.369087182907656,0.9493544572132132,-8.396917397508814,-10.919197498451005,-14.121538383591087,6.318441640120869,-3.0278302146011575,-5.55011031554335,-8.752451200683431,-9.346271854722026,-11.868551955664218,-15.0708928408043,-2.5222801009421922,-5.724620986082274,-3.2023408851400816
Nr2e3,-0.2576845695443609,1.7417293731729302,-3.3526376790234393,5.2879887835847255,3.302728299626774,1.5503765013047128,-1.6823441359089089,1.999413942717291,-3.0949531094790785,5.545673353129087,3.5604128691711354,1.8080610708490739,-1.4246595663645478,-5.09436705219637,3.5462594104117953,1.5609989264538442,-0.19135287186821728,-3.424073509081839,8.640626462608164,6.655365978650214,4.903014180328152,1.6702935431145307,-1.9852604839579513,-3.7376122822800126,-6.970332919493634,-1.7523517983220613,-4.985072435535683,-3.232720637213622
Nr2f1,-0.2620583416912865,10.058426533386651,3.184866343761861,1.9837370872197084,-2.3089325292137204,-2.406913725804081,-3.024982181345827,10.320484875077938,3.4469246854531477,2.245795428910995,-2.046874187522434,-2.1448553841127946,-2.7629238396545404,-6.87356018962479,-8.074689446166943,-12.367359062600372,-12.465340259190732,-13.083408714732478,-1.2011292565421527,-5.493798872975582,-5.591780069565942,-6.209848525107688,-4.292669616433429,-4.39065081302379,-5.008719268565535,-0.09798119659036075,-0.7160496521321065,-0.6180684555417457
Nr2f2,-6.463971262654399,-7.556184028266463,-9.557489635839149,-6.82193969187753,-5.566960631452121,-5.365145945757167,-10.473274964486519,-1.0922127656120644,-3.09351837318475,-0.3579684292231313,0.8970106312022779,1.0988253168972317,-4.0093037018321205,-2.001305607572686,0.734244336388933,1.9892233968143422,2.191038082509296,-2.917090936220056,2.735549943961619,3.990529004387028,4.192343690081982,-0.9157853286473703,1.2549790604254092,1.456793746120363,-3.651335272608989,0.20181468569495387,-4.906314333034398,-5.108129018729352
Nr2f6,-3.0144173903981724,8.533102998896817,-1.723852080645564,-2.338095915369776,-5.25422501343362,0.5589879649615852,-3.093977482875738,11.54752038929499,1.2905653097526084,0.6763214750283965,-2.2398076230354476,3.573405355359758,-0.07956009247756554,-10.256955079542381,-10.871198914266593,-13.787328012330438,-7.974115033935232,-11.627080481772555,-0.614243834724212,-3.530372932788056,2.2828400456071494,-1.3701254022301739,-2.916129098063844,2.897083880331361,-0.755881567505962,5.813212978395205,2.160247530557882,-3.6529654478373232
Nr3c1,3.1960909118852023,7.568929092079013,3.304515027935409,4.136855818172047,0.3244308730721504,-0.8753200947139987,-1.7769319630680844,4.37283818019381,0.10842411605020648,0.9407649062868444,-2.871660038813052,-4.0714110065992015,-4.973022874953287,-4.264414064143604,-3.4320732739069655,-7.244498219006862,-8.44424918679301,-9.345861055147097,0.8323407902366379,-2.9800841548632584,-4.179835122649408,-5.081446991003493,-3.8124249450998966,-5.012175912886046,-5.913787781240131,-1.199750967786149,-2.101362836140235,-0.9016118683540858
Nr3c2,-3.72753465549215,6.732791463801125,1.2182764741351448,0.8852161413961284,-0.9636354748373487,-3.9931060455747533,-2.3617726591096138,10.460326119293276,4.945811129627295,4.612750796888278,2.7638991806548012,-0.2655713900826034,1.3657619963825358,-5.51451498966598,-5.847575322404997,-7.696426938638474,-10.725897509375878,-9.09456412291074,-0.3330603327390165,-2.1819119489724934,-5.211382519709898,-3.5800491332447586,-1.8488516162334772,-4.878322186970881,-3.246988800505742,-3.0294705707374043,-1.3981371842722652,1.6313333864651394
Nr4a1,3.4287802311809408,8.603485382106193,-2.4481409720463247,10.4509520253469,-4.759357702812759,0.2802920164782421,0.19112731030723218,5.174705150925252,-5.8769212032272655,7.02217179416596,-8.1881379339937,-3.1484882147026987,-3.2376529208737086,-11.051626354152518,1.8474666432407076,-13.362843084918952,-8.32319336562795,-8.41235807179896,12.899092997393225,-2.311216730766434,2.728432988524567,2.639268282353557,-15.21030972815966,-10.170660008868659,-10.259824715039668,5.039649719291001,4.950485013119991,-0.08916470617100991
Nr4a2,-1.587109715650513,-2.4636231410181963,-7.233561869453013,-1.4156568964536405,-2.4523189619348997,8.888499665404257,-9.54464588258653,-0.8765134253676834,-5.6464521538025,0.1714528191968725,-0.8652092462843868,10.47560938105477,-7.957536166936016,-4.769938728434816,1.047966244564556,0.011304179083296617,11.352122806422454,-7.081022741568333,5.817904972999372,4.781242907518113,16.12206153485727,-2.3110840131335166,-1.0366620654812593,10.304156561857898,-8.128988986132889,11.340818627339157,-7.0923269206516295,-18.433145547990787
Nr4a3,0.13172317096422148,4.576556178951495,-5.464718975141608,3.335140471101397,-2.4154668358447418,-3.8477400501018573,-3.157490594702395,4.444833007987273,-5.596442146105829,3.2034173001371755,-2.5471900068089632,-3.9794632210660787,-3.2892137656666165,-10.041275154093102,-1.2414157078500974,-6.992023014796236,-8.424296229053352,-7.73404677365389,8.799859446243005,3.049252139296866,1.6169789250397504,2.307228380439213,-5.750607306946139,-7.182880521203255,-6.492631065803792,-1.4322732142571155,-0.7420237588576531,0.6902494553994624
Nr5a1,-3.048270745272349,-1.4494718654396266,-7.941227397557451,-8.398198101918421,-2.8417644636459016,-3.0386881685575275,-8.15947914202232,1.5987988798327226,-4.892956652285102,-5.349927356646072,0.20650628162644757,0.009582576714821656,-5.111208396749971,-6.491755532117825,-6.9487262364787945,-1.392292598206275,-1.589216303117901,-6.710007276582694,-0.45697070436096965,5.09946293391155,4.902539228999924,-0.21825174446486884,5.5564336382725195,5.3595099333608935,0.2387189598961008,-0.19692370491162592,-5.317714678376419,-5.120790973464793
Nr5a2,-2.521692427970327,3.954484575437346,-0.6311783209938729,7.506373747899303,-2.5819422608805525,-4.325957091393117,-3.323205623745674,6.476177003407673,1.890514106976454,10.02806617586963,-0.0602498329102256,-1.8042646634227897,-0.8015131957753473,-4.585662896431219,3.5518891724619572,-6.536426836317898,-8.280441666830463,-7.27769019918302,8.137552068893177,-1.9507639398866796,-3.694778770399244,-2.6920273027518014,-10.088316008779856,-11.83233083929242,-10.829579371644977,-1.7440148305125642,-0.7412633628651216,1.0027514676474425
Nr6a1,0.7128219338527746,5.303622848271516,-0.43149604718401413,4.242760173512721,0.8617830349827731,1.1043817770673723,-6.1930316217003085,4.590800914418741,-1.1443179810367887,3.5299382396599466,0.1489611011299985,0.3915598432145977,-6.905853555553083,-5.73511889545553,-1.0608626747587948,-4.441839813288743,-4.199241071204144,-11.496654469971824,4.674256220696735,1.2932790821667872,1.5358778242513864,-5.761535574516294,-3.380977138529948,-3.138378396445349,-10.43579179521303,0.2425987420845992,-7.054814656683082,-7.297413398767681
Pgr,-4.837670422234172,-3.0213043916450055,-7.743931987269029,-4.801299082777025,-3.907569785791433,-7.11185352075,-9.893595292068289,1.8163660305891665,-2.906261565034857,0.03637133945714647,0.9301006364427392,-2.2741830985158287,-5.055924869834116,-4.722627595624023,-1.7799946911320201,-0.8862653941464274,-4.090549129104995,-6.872290900423283,2.942632904492003,3.836362201477596,0.6320784665190283,-2.1496633047992595,0.8937292969855927,-2.310554437972975,-5.092296209291263,-3.2042837349585676,-5.986025506276856,-2.7817417713182877
