name,sp_Mn__vs__mln_Mn,sp_Mn__vs__si_Mp,sp_Mn__vs__mln_Mp,sp_Mn__vs__si_Mn,sp_Mn__vs__sp_Mp,sp_Mn__vs__sp_Ame,sp_Mn__vs__pre_inj,mln_Mn__vs__si_Mp,mln_Mn__vs__mln_Mp,mln_Mn__vs__si_Mn,mln_Mn__vs__sp_Mp,mln_Mn__vs__sp_Ame,mln_Mn__vs__pre_inj,si_Mp__vs__mln_Mp,si_Mp__vs__si_Mn,si_Mp__vs__sp_Mp,si_Mp__vs__sp_Ame,si_Mp__vs__pre_inj,mln_Mp__vs__si_Mn,mln_Mp__vs__sp_Mp,mln_Mp__vs__sp_Ame,mln_Mp__vs__pre_inj,si_Mn__vs__sp_Mp,si_Mn__vs__sp_Ame,si_Mn__vs__pre_inj,sp_Mp__vs__sp_Ame,sp_Mp__vs__pre_inj,sp_Ame__vs__pre_inj
Dmrta1-3,7.442673101492588,23.178959547021663,6.049007482860361,10.406902431344122,-0.6644663986527348,1.0144598794594089,3.102959266217482,15.736286445529075,-1.3936656186322267,2.964229329851534,-8.107139500145323,-6.428213222033179,-4.339713835275106,-17.1299520641613,-12.77205711567754,-23.843425945674397,-22.164499667562254,-20.07600028080418,4.357894948483761,-6.713473881513096,-5.034547603400952,-2.946048216642879,-11.071368829996857,-9.392442551884713,-7.30394316512664,1.6789262781121437,3.767425664870217,2.0884993867580732
Dmrta1-4,0.7378470306236977,2.31075959179708,2.96441356792171,1.067721922392451,1.182637714123615,0.4212796254131206,10.596512296084754,1.572912561173382,2.2265665372980123,0.3298748917687533,0.44479068349991735,-0.31656740521057714,9.858665265461056,0.6536539761246303,-1.2430376694046288,-1.1281218776734647,-1.8894799663839592,8.285752704287674,-1.896691645529259,-1.781775853798095,-2.5431339425085895,7.632098728163044,0.11491579173116406,-0.6464422969793304,9.528790373692303,-0.7613580887104945,9.413874581961139,10.175232670671633
Dmrta1-5,5.968145566482676,-7.869840932555306,-4.121150767169112,-6.497683100658193,-4.71065322776704,6.135891653755664,5.228303464829381,-13.837986499037982,-10.089296333651788,-12.465828667140869,-10.678798794249715,0.16774608727298812,-0.739842101653295,3.7486901653861935,1.3721578318971126,3.159187704788266,14.00573258631097,13.098144397384686,-2.376532333489081,-0.5895024605979273,10.257042420924776,9.349454231998493,1.7870298728911536,12.633574754413857,11.725986565487574,10.846544881522703,9.93895669259642,-0.9075881889262831
Eomes1,-2.6881002536023715,2.4017274724523787,0.9183844725233712,2.217179255089448,-1.3995757517279088,-0.24860435693533134,-2.954147524451514,5.08982772605475,3.6064847261257427,4.9052795086918195,1.2885245018744627,2.43949589666704,-0.2660472708491426,-1.4833429999290075,-0.1845482173629307,-3.8013032241802875,-2.65033182938771,-5.355874996903893,1.2987947825660768,-2.31796022425128,-1.1669888294587025,-3.8725319969748853,-3.616755006817357,-2.4657836120247794,-5.171326779540962,1.1509713947925775,-1.5545717727236052,-2.7055431675161827
Eomes2,1.604069105814773,1.4213106421420036,0.5013305967781605,1.276041198501602,-2.6317292002731705,0.15065211078412233,-1.3002291972180586,-0.18275846367276927,-1.1027385090366124,-0.3280279073131709,-4.235798306087943,-1.4534169950306506,-2.9042983030328315,-0.9199800453638431,-0.14526944364040162,-4.053039842415174,-1.2706585313578813,-2.7215398393600623,0.7747106017234415,-3.133059797051331,-0.35067848599403817,-1.8015597939962191,-3.9077703987747725,-1.1253890877174797,-2.5762703957196607,2.782381311057293,1.3315000030551118,-1.450881308002181
Eomes3,-6.584571326455048,-6.383871405438526,-7.923500260390128,-4.394722569619631,-6.167728081525922,-6.655204868506971,-3.66518729644217,0.2006999210165219,-1.3389289339350796,2.189848756835417,0.41684324492912594,-0.0706335420519224,2.9193840300128784,-1.5396288549516015,1.9891488358188951,0.21614332391260405,-0.2713334630684443,2.7186841089963565,3.5287776907704966,1.7557721788642056,1.2682953918831572,4.258312963947958,-1.773005511906291,-2.2604822988873394,0.7295352731774614,-0.48747678698104835,2.5025407850837524,2.990017572064801
Eomes4,3.152291862630065,7.724562962152618,3.546140779869873,7.994565663152457,0.5951123413027801,-0.7203340194090799,0.7242782984188096,4.572271099522553,0.39384891723980786,4.842273800522392,-2.557179521327285,-3.872625882039145,-2.4280135642112555,-4.178422182282745,0.27000270099983936,-7.129450620849838,-8.444896981561698,-7.000284663733808,4.448424883282584,-2.951028438567093,-4.266474799278953,-2.8218624814510633,-7.399453321849677,-8.714899682561537,-7.2702873647336475,-1.31544636071186,0.12916595711602952,1.4446123178278896
Eomes5,2.1069957766118392,4.229990758376758,3.478824421155835,3.178472271235904,1.2201702793472151,0.5712246719677125,3.241011264590199,2.1229949817649185,1.3718286445439958,1.071476494624065,-0.8868254972646241,-1.5357711046441267,1.1340154879783597,-0.7511663372209227,-1.0515184871408536,-3.0098204790295426,-3.658766086409045,-0.9889794937865588,-0.30035214991993087,-2.25865414180862,-2.9075997491881225,-0.23781315656563606,-1.958301991888689,-2.6072475992681916,0.0625389933542948,-0.6489456073795026,2.020840985242984,2.6697865926224864
Esr1-1,3.291987571518291,2.2383009057792975,5.229322808902467,5.665206229163985,1.2012883651203055,2.2610275231051986,-5.959284264265079,-1.0536866657389936,1.9373352373841755,2.373218657645694,-2.0906992063979857,-1.0309600484130925,-9.25127183578337,2.991021903123169,3.4269053233846876,-1.037012540658992,0.02272661732590109,-8.197585170044377,0.4358834202615185,-4.028034443782161,-2.968295285797268,-11.188607073167546,-4.46391786404368,-3.4041787060587865,-11.624490493429064,1.0597391579848932,-7.160572629385385,-8.220311787370278
Esr1-2,3.5082119824857045,19.68138252658857,10.264715026290155,-2.327725325111004,3.2776086964312725,5.184530148883056,-6.053866443045635,16.173170544102867,6.75650304380445,-5.8359373075967085,-0.23060328605443203,1.6763181663973512,-9.56207842553134,-9.416667500298416,-22.009107851699575,-16.4037738301573,-14.496852377705515,-25.735248969634206,-12.592440351401159,-6.987106329858882,-5.080184877407099,-16.31858146933579,5.6053340215422764,7.51225547399406,-3.726141117934631,1.9069214524517832,-9.331475139476908,-11.23839659192869
Esr1-3,0.6018724595448361,7.419309386021126,7.7122082199174,2.7301202421674446,2.6068925524002395,-3.864858094529353,-5.1549471071001705,6.81743692647629,7.110335760372564,2.1282477826226085,2.0050200928554034,-4.466730554074189,-5.756819566645007,0.2928988338962739,-4.689189143853682,-4.812416833620887,-11.28416748055048,-12.574256493121297,-4.982087977749956,-5.105315667517161,-11.577066314446753,-12.86715532701757,-0.1232276897672051,-6.594978336696798,-7.885067349267615,-6.471750646929593,-7.76183965950041,-1.2900890125708173
Esr2-1,-5.047348852251488,-10.162905005955928,-14.803547156314472,-5.1189894584489295,-16.417447004074212,-5.3959332545243655,-20.520460701083458,-5.115556153704439,-9.756198304062984,-0.07164060619744106,-11.370098151822724,-0.348584402272877,-15.47311184883197,-4.640642150358545,5.043915547506998,-6.254541998118285,4.766971751431562,-10.35755569512753,9.684557697865543,-1.6138998477597397,9.407613901790107,-5.716913544768985,-11.298457545625283,-0.27694379607543596,-15.401471242634528,11.021513749549847,-4.103013697009246,-15.124527446559092
Esr2-2,-0.041868365900043614,2.535351046381706,0.4908476961240069,4.052283602962049,-2.47857922402558,-0.9753844660941269,2.5892996456446866,2.5772194122817496,0.5327160620240505,4.094151968862093,-2.4367108581255366,-0.9335161001940833,2.6311680115447302,-2.044503350257699,1.5169325565803433,-5.013930270407286,-3.510735512475833,0.05394859926298068,3.5614359068380423,-2.969426920149587,-1.4662321622181338,2.0984519495206797,-6.530862826987629,-5.027668069056176,-1.4629839573173626,1.5031947579314533,5.067878869670267,3.5646841117388135
Esr2-3,2.3943773104049626,8.26263410410283,0.11088971168062756,14.350815935580883,-1.673683619331058,-1.3665693951519842,0.21929649289461395,5.868256793697867,-2.283487598724335,11.95643862517592,-4.068060929736021,-3.7609467055569468,-2.1750808175103487,-8.151744392422202,6.088181831478053,-9.936317723433888,-9.629203499254814,-8.043337611208216,14.239926223900255,-1.7845733310116856,-1.4774591068326117,0.10840678121398639,-16.02449955491194,-15.717385330732867,-14.131519442686269,0.30711422417907386,1.892980112225672,1.5858658880465981
Esrra1,-1.1286260030870068,15.433353939702073,-3.010782511248749,5.093539355045991,-0.44614269476137736,2.60383238159757,-7.214519703093458,16.56197994278908,-1.8821565081617422,6.222165358132997,0.6824833083256294,3.732458384684577,-6.0858937000064515,-18.444136450950822,-10.339814584656082,-15.87949663446345,-12.829521558104503,-22.64787364279553,8.10432186629474,2.5646398164873716,5.614614892846319,-4.203737191844709,-5.539682049807368,-2.4897069734484205,-12.308059058139449,3.0499750763589475,-6.768377008332081,-9.818352084691028
Esrra2,11.57789827636379,7.945193637590926,2.9813537712730067,16.161391486991363,3.989942041489712,13.459057501615149,-4.181499907277029,-3.6327046387728643,-8.596544505090783,4.583493210627573,-7.587956234874078,1.8811592252513591,-15.759398183640819,-4.963839866317919,8.216197849400437,-3.9552515961012134,5.5138638640242235,-12.126693544867955,13.180037715718356,1.0085882702167055,10.477703730342142,-7.162853678550036,-12.17144944550165,-2.702333985376214,-20.342891394268392,9.469115460125437,-8.171441948766741,-17.640557408892178
Esrra3,16.430153809081055,10.354253730673818,7.0403618862595465,-0.9011724838356088,8.489419774197799,1.395128092526491,-4.515605684234771,-6.075900078407237,-9.389791922821509,-17.331326292916664,-7.940734034883256,-15.035025716554564,-20.945759493315826,-3.3138918444142718,-11.255426214509427,-1.8648339564760192,-8.959125638147327,-14.86985941490859,-7.941534370095155,1.4490578879382525,-5.6452337937330554,-11.555967570494317,9.390592258033408,2.2963005763621,-3.614433200399162,-7.094291681671308,-13.00502545843257,-5.910733776761262
Esrrb1,-1.4982000657975405,-0.8062317602477762,-4.5504222889720225,-1.8109353056358515,-3.2120513083992464,-7.983113985833427,-14.3485685272082,0.6919683055497643,-3.052222223174482,-0.312735239838311,-1.7138512426017058,-6.484913920035886,-12.85036846141066,-3.7441905287242463,-1.0047035453880753,-2.40581954815147,-7.176882225585651,-13.542336766960425,2.739486983336171,1.3383709805727761,-3.4326916968614043,-9.798146238236178,-1.4011160027633949,-6.172178680197575,-12.53763322157235,-4.77106267743418,-11.136517218808955,-6.365454541374774
Esrrb2,-28.069672770131177,-7.275034324167386,-33.06099515111683,-11.005184117670858,-27.410368385092312,-27.925078540112935,-38.74451541370624,20.79463844596379,-4.99132238098565,17.06448865246032,0.6593043850388653,0.14459423001824234,-10.674842643575062,-25.78596082694944,-3.7301497935034718,-20.135334060924926,-20.65004421594555,-31.469481089538853,22.05581103344597,5.650626766024516,5.135916611003893,-5.683520262589411,-16.405184267421454,-16.919894422442077,-27.73933129603538,-0.514710155020623,-11.334147028613927,-10.819436873593304
Esrrb3,0.03280421705565573,-4.65057224203791,-4.295814767513775,-4.977658572121044,-0.4547375411042225,-4.670301910025259,-4.517398948234998,-4.683376459093566,-4.328618984569431,-5.0104627891766995,-0.4875417581598782,-4.703106127080915,-4.550203165290654,0.35475747452413486,-0.3270863300831337,4.195834700933688,-0.019729667987348876,0.13317329380291199,-0.6818438046072686,3.8410772264095527,-0.37448714251148374,-0.22158418072122288,4.522921031016821,0.3073566620957848,0.4602596238860457,-4.2155643689210365,-4.062661407130776,0.15290296179026086
Esrrb4,1.4818560510467336,3.1823477526730812,-1.27398359245052,1.9712878189339875,-1.1811842057040423,-2.5205916339882606,-2.3556665837679844,1.7004917016263477,-2.7558396434972536,0.48943176788725395,-2.663040256750776,-4.002447685034994,-3.837522634814718,-4.456331345123601,-1.2110599337390937,-4.3635319583771235,-5.702939386661342,-5.538014336441066,3.2452714113845076,0.09279938674647781,-1.2466080415377405,-1.0816829913174644,-3.15247202463803,-4.491879452922248,-4.326954402701972,-1.3394074282842183,-1.1744823780639422,0.16492505022027615
Esrrb5,19.841341022640506,11.438740052550664,-0.15354970219451047,12.421158347957267,-1.7647225980935701,-0.7092208215110958,1.6183584740353183,-8.402600970089843,-19.994890724835017,-7.4201826746832396,-21.606063620734076,-20.550561844151602,-18.222982548605188,-11.592289754745174,0.9824182954066032,-13.203462650644234,-12.14796087406176,-9.820381578515345,12.574708050151777,-1.6111728958990597,-0.5556711193165853,1.7719081762298288,-14.185880946050837,-13.130379169468362,-10.802799873921948,1.0555017765824743,3.3830810721288884,2.327579295546414
Esrrg1,-6.6327006374876945,7.043692348622066,-8.445072670638048,-10.920184957600462,-6.7391671015341,-8.393378409387601,-17.315447286064277,13.67639298610976,-1.8123720331503534,-4.2874843201127675,-0.10646646404640592,-1.760677771899907,-10.682746648576583,-15.488765019260114,-17.96387730622253,-13.782859450156167,-15.437070758009668,-24.359139634686343,-2.475112286962414,1.7059055691039475,0.051694261250446516,-8.870374615426229,4.181017856066362,2.5268065482128605,-6.395262328463815,-1.654211307853501,-10.576280184530177,-8.922068876676676
Esrrg2,2.9529424929987016,4.03586242305353,-2.272618883322039,8.856329790816964,-4.644265850587445,-4.945275370205934,-0.8155979188415614,1.0829199300548282,-5.225561376320741,5.903387297818263,-7.597208343586146,-7.898217863204636,-3.768540411840263,-6.308481306375569,4.820467367763435,-8.680128273640975,-8.981137793259464,-4.851460341895091,11.128948674139004,-2.3716469672654057,-2.672656486883895,1.4570209644804777,-13.50059564140441,-13.801605161022898,-9.671927709658526,-0.3010095196184892,3.8286679317458834,4.129677451364373
Esrrg3,-3.969173548099022,7.717171031072866,-0.19822874687270087,5.213849471228272,0.8586727280597728,-0.8218337872521602,-1.28530598242601,11.686344579171887,3.770944801226321,9.183023019327294,4.827846276158795,3.1473397608468616,2.6838675656730118,-7.9153997779455665,-2.5033215598445935,-6.858498303013093,-8.539004818325026,-9.002477013498876,5.412078218100973,1.0569014749324737,-0.6236050403794593,-1.0870772355533092,-4.355176743168499,-6.035683258480432,-6.499155453654282,-1.680506515311933,-2.143978710485783,-0.46347219517384985
Esrrg4,1.9658039439688508,-3.98725457836683,-9.94282113656034,3.4779391197261447,-10.087703159755947,-10.823493191168978,-13.96280825939732,-5.953058522335681,-11.908625080529191,1.5121351757572938,-12.053507103724797,-12.78929713513783,-15.928612203366171,-5.95556655819351,7.465193698092975,-6.1004485813891165,-6.836238612802148,-9.97555368103049,13.420760256286485,-0.14488202319560628,-0.8806720546086382,-4.01998712283698,-13.565642279482091,-14.301432310895123,-17.440747379123465,-0.7357900314130319,-3.875105099641374,-3.139315068228342
Hnf4a1,-14.570081718172673,-28.777785634440463,-18.250259320745236,-25.904702608026412,-22.691559726019136,-20.90220583794745,-28.947752623254473,-14.20770391626779,-3.680177602572563,-11.334620889853738,-8.121478007846463,-6.332124119774775,-14.3776709050818,10.527526313695226,2.8730830264140508,6.086225908421326,7.875579796493014,-0.16996698881401073,-7.654443287281175,-4.4413004052739,-2.6519465172022123,-10.697493302509237,3.2131428820072756,5.002496770078963,-3.0430500152280615,1.7893538880716875,-6.256192897235337,-8.045546785307025
Hnf4a2,0.09594448494961227,-2.3754768941665247,-2.1977901790776713,-1.6575440587758123,-3.8310742825434403,-4.51557834855663,-9.240528952190843,-2.471421379116137,-2.2937346640272835,-1.7534885437254246,-3.9270187674930526,-4.611522833506243,-9.336473437140455,0.17768671508885348,0.7179328353907124,-1.4555973883769155,-2.1401014543901056,-6.865052058024318,0.5402461203018589,-1.633284103465769,-2.317788169478959,-7.042738773113172,-2.173530223767628,-2.858034289780818,-7.582984893415031,-0.68450406601319,-5.409454669647403,-4.724950603634213
