name,si_Mp__vs__si_Mn,si_Mp__vs__mln_Mn,si_Mp__vs__pre_inj,si_Mp__vs__sp_Ame,si_Mp__vs__sp_Mn,si_Mp__vs__sp_Mp,si_Mp__vs__mln_Mp,si_Mn__vs__mln_Mn,si_Mn__vs__pre_inj,si_Mn__vs__sp_Ame,si_Mn__vs__sp_Mn,si_Mn__vs__sp_Mp,si_Mn__vs__mln_Mp,mln_Mn__vs__pre_inj,mln_Mn__vs__sp_Ame,mln_Mn__vs__sp_Mn,mln_Mn__vs__sp_Mp,mln_Mn__vs__mln_Mp,pre_inj__vs__sp_Ame,pre_inj__vs__sp_Mn,pre_inj__vs__sp_Mp,pre_inj__vs__mln_Mp,sp_Ame__vs__sp_Mn,sp_Ame__vs__sp_Mp,sp_Ame__vs__mln_Mp,sp_Mn__vs__sp_Mp,sp_Mn__vs__mln_Mp,sp_Mp__vs__mln_Mp
Dmrta1-3,-12.77205711567754,-15.736286445529075,-20.07600028080418,-22.164499667562254,-23.178959547021663,-23.843425945674397,-17.1299520641613,-2.964229329851534,-7.30394316512664,-9.392442551884713,-10.406902431344122,-11.071368829996857,-4.357894948483761,-4.339713835275106,-6.428213222033179,-7.442673101492588,-8.107139500145323,-1.3936656186322267,-2.0884993867580732,-3.102959266217482,-3.767425664870217,2.946048216642879,-1.0144598794594089,-1.6789262781121437,5.034547603400952,-0.6644663986527348,6.049007482860361,6.713473881513096
Dmrta1-4,-1.2430376694046288,-1.572912561173382,8.285752704287674,-1.8894799663839592,-2.31075959179708,-1.1281218776734647,0.6536539761246303,-0.3298748917687533,9.528790373692303,-0.6464422969793304,-1.067721922392451,0.11491579173116406,1.896691645529259,9.858665265461056,-0.31656740521057714,-0.7378470306236977,0.44479068349991735,2.2265665372980123,-10.175232670671633,-10.596512296084754,-9.413874581961139,-7.632098728163044,-0.4212796254131206,0.7613580887104945,2.5431339425085895,1.182637714123615,2.96441356792171,1.781775853798095
Dmrta1-5,1.3721578318971126,13.837986499037982,13.098144397384686,14.00573258631097,7.869840932555306,3.159187704788266,3.7486901653861935,12.465828667140869,11.725986565487574,12.633574754413857,6.497683100658193,1.7870298728911536,2.376532333489081,-0.739842101653295,0.16774608727298812,-5.968145566482676,-10.678798794249715,-10.089296333651788,0.9075881889262831,-5.228303464829381,-9.93895669259642,-9.349454231998493,-6.135891653755664,-10.846544881522703,-10.257042420924776,-4.71065322776704,-4.121150767169112,0.5895024605979273
Eomes1,-0.1845482173629307,-5.08982772605475,-5.355874996903893,-2.65033182938771,-2.4017274724523787,-3.8013032241802875,-1.4833429999290075,-4.9052795086918195,-5.171326779540962,-2.4657836120247794,-2.217179255089448,-3.616755006817357,-1.2987947825660768,-0.2660472708491426,2.43949589666704,2.6881002536023715,1.2885245018744627,3.6064847261257427,2.7055431675161827,2.954147524451514,1.5545717727236052,3.8725319969748853,0.24860435693533134,-1.1509713947925775,1.1669888294587025,-1.3995757517279088,0.9183844725233712,2.31796022425128
Eomes2,-0.14526944364040162,0.18275846367276927,-2.7215398393600623,-1.2706585313578813,-1.4213106421420036,-4.053039842415174,-0.9199800453638431,0.3280279073131709,-2.5762703957196607,-1.1253890877174797,-1.276041198501602,-3.9077703987747725,-0.7747106017234415,-2.9042983030328315,-1.4534169950306506,-1.604069105814773,-4.235798306087943,-1.1027385090366124,1.450881308002181,1.3002291972180586,-1.3315000030551118,1.8015597939962191,-0.15065211078412233,-2.782381311057293,0.35067848599403817,-2.6317292002731705,0.5013305967781605,3.133059797051331
Eomes3,1.9891488358188951,-0.2006999210165219,2.7186841089963565,-0.2713334630684443,6.383871405438526,0.21614332391260405,-1.5396288549516015,-2.189848756835417,0.7295352731774614,-2.2604822988873394,4.394722569619631,-1.773005511906291,-3.5287776907704966,2.9193840300128784,-0.0706335420519224,6.584571326455048,0.41684324492912594,-1.3389289339350796,-2.990017572064801,3.66518729644217,-2.5025407850837524,-4.258312963947958,6.655204868506971,0.48747678698104835,-1.2682953918831572,-6.167728081525922,-7.923500260390128,-1.7557721788642056
Eomes4,0.27000270099983936,-4.572271099522553,-7.000284663733808,-8.444896981561698,-7.724562962152618,-7.129450620849838,-4.178422182282745,-4.842273800522392,-7.2702873647336475,-8.714899682561537,-7.994565663152457,-7.399453321849677,-4.448424883282584,-2.4280135642112555,-3.872625882039145,-3.152291862630065,-2.557179521327285,0.39384891723980786,-1.4446123178278896,-0.7242782984188096,-0.12916595711602952,2.8218624814510633,0.7203340194090799,1.31544636071186,4.266474799278953,0.5951123413027801,3.546140779869873,2.951028438567093
Eomes5,-1.0515184871408536,-2.1229949817649185,-0.9889794937865588,-3.658766086409045,-4.229990758376758,-3.0098204790295426,-0.7511663372209227,-1.071476494624065,0.0625389933542948,-2.6072475992681916,-3.178472271235904,-1.958301991888689,0.30035214991993087,1.1340154879783597,-1.5357711046441267,-2.1069957766118392,-0.8868254972646241,1.3718286445439958,-2.6697865926224864,-3.241011264590199,-2.020840985242984,0.23781315656563606,-0.5712246719677125,0.6489456073795026,2.9075997491881225,1.2201702793472151,3.478824421155835,2.25865414180862
Esr1-1,3.4269053233846876,1.0536866657389936,-8.197585170044377,0.02272661732590109,-2.2383009057792975,-1.037012540658992,2.991021903123169,-2.373218657645694,-11.624490493429064,-3.4041787060587865,-5.665206229163985,-4.46391786404368,-0.4358834202615185,-9.25127183578337,-1.0309600484130925,-3.291987571518291,-2.0906992063979857,1.9373352373841755,8.220311787370278,5.959284264265079,7.160572629385385,11.188607073167546,-2.2610275231051986,-1.0597391579848932,2.968295285797268,1.2012883651203055,5.229322808902467,4.028034443782161
Esr1-2,-22.009107851699575,-16.173170544102867,-25.735248969634206,-14.496852377705515,-19.68138252658857,-16.4037738301573,-9.416667500298416,5.8359373075967085,-3.726141117934631,7.51225547399406,2.327725325111004,5.6053340215422764,12.592440351401159,-9.56207842553134,1.6763181663973512,-3.5082119824857045,-0.23060328605443203,6.75650304380445,11.23839659192869,6.053866443045635,9.331475139476908,16.31858146933579,-5.184530148883056,-1.9069214524517832,5.080184877407099,3.2776086964312725,10.264715026290155,6.987106329858882
Esr1-3,-4.689189143853682,-6.81743692647629,-12.574256493121297,-11.28416748055048,-7.419309386021126,-4.812416833620887,0.2928988338962739,-2.1282477826226085,-7.885067349267615,-6.594978336696798,-2.7301202421674446,-0.1232276897672051,4.982087977749956,-5.756819566645007,-4.466730554074189,-0.6018724595448361,2.0050200928554034,7.110335760372564,1.2900890125708173,5.1549471071001705,7.76183965950041,12.86715532701757,3.864858094529353,6.471750646929593,11.577066314446753,2.6068925524002395,7.7122082199174,5.105315667517161
Esr2-1,5.043915547506998,5.115556153704439,-10.35755569512753,4.766971751431562,10.162905005955928,-6.254541998118285,-4.640642150358545,0.07164060619744106,-15.401471242634528,-0.27694379607543596,5.1189894584489295,-11.298457545625283,-9.684557697865543,-15.47311184883197,-0.348584402272877,5.047348852251488,-11.370098151822724,-9.756198304062984,15.124527446559092,20.520460701083458,4.103013697009246,5.716913544768985,5.3959332545243655,-11.021513749549847,-9.407613901790107,-16.417447004074212,-14.803547156314472,1.6138998477597397
Esr2-2,1.5169325565803433,-2.5772194122817496,0.05394859926298068,-3.510735512475833,-2.535351046381706,-5.013930270407286,-2.044503350257699,-4.094151968862093,-1.4629839573173626,-5.027668069056176,-4.052283602962049,-6.530862826987629,-3.5614359068380423,2.6311680115447302,-0.9335161001940833,0.041868365900043614,-2.4367108581255366,0.5327160620240505,-3.5646841117388135,-2.5892996456446866,-5.067878869670267,-2.0984519495206797,0.9753844660941269,-1.5031947579314533,1.4662321622181338,-2.47857922402558,0.4908476961240069,2.969426920149587
Esr2-3,6.088181831478053,-5.868256793697867,-8.043337611208216,-9.629203499254814,-8.26263410410283,-9.936317723433888,-8.151744392422202,-11.95643862517592,-14.131519442686269,-15.717385330732867,-14.350815935580883,-16.02449955491194,-14.239926223900255,-2.1750808175103487,-3.7609467055569468,-2.3943773104049626,-4.068060929736021,-2.283487598724335,-1.5858658880465981,-0.21929649289461395,-1.892980112225672,-0.10840678121398639,1.3665693951519842,-0.30711422417907386,1.4774591068326117,-1.673683619331058,0.11088971168062756,1.7845733310116856
Esrra1,-10.339814584656082,-16.56197994278908,-22.64787364279553,-12.829521558104503,-15.433353939702073,-15.87949663446345,-18.444136450950822,-6.222165358132997,-12.308059058139449,-2.4897069734484205,-5.093539355045991,-5.539682049807368,-8.10432186629474,-6.0858937000064515,3.732458384684577,1.1286260030870068,0.6824833083256294,-1.8821565081617422,9.818352084691028,7.214519703093458,6.768377008332081,4.203737191844709,-2.60383238159757,-3.0499750763589475,-5.614614892846319,-0.44614269476137736,-3.010782511248749,-2.5646398164873716
Esrra2,8.216197849400437,3.6327046387728643,-12.126693544867955,5.5138638640242235,-7.945193637590926,-3.9552515961012134,-4.963839866317919,-4.583493210627573,-20.342891394268392,-2.702333985376214,-16.161391486991363,-12.17144944550165,-13.180037715718356,-15.759398183640819,1.8811592252513591,-11.57789827636379,-7.587956234874078,-8.596544505090783,17.640557408892178,4.181499907277029,8.171441948766741,7.162853678550036,-13.459057501615149,-9.469115460125437,-10.477703730342142,3.989942041489712,2.9813537712730067,-1.0085882702167055
Esrra3,-11.255426214509427,6.075900078407237,-14.86985941490859,-8.959125638147327,-10.354253730673818,-1.8648339564760192,-3.3138918444142718,17.331326292916664,-3.614433200399162,2.2963005763621,0.9011724838356088,9.390592258033408,7.941534370095155,-20.945759493315826,-15.035025716554564,-16.430153809081055,-7.940734034883256,-9.389791922821509,5.910733776761262,4.515605684234771,13.00502545843257,11.555967570494317,-1.395128092526491,7.094291681671308,5.6452337937330554,8.489419774197799,7.0403618862595465,-1.4490578879382525
Esrrb1,-1.0047035453880753,-0.6919683055497643,-13.542336766960425,-7.176882225585651,0.8062317602477762,-2.40581954815147,-3.7441905287242463,0.312735239838311,-12.53763322157235,-6.172178680197575,1.8109353056358515,-1.4011160027633949,-2.739486983336171,-12.85036846141066,-6.484913920035886,1.4982000657975405,-1.7138512426017058,-3.052222223174482,6.365454541374774,14.3485685272082,11.136517218808955,9.798146238236178,7.983113985833427,4.77106267743418,3.4326916968614043,-3.2120513083992464,-4.5504222889720225,-1.3383709805727761
Esrrb2,-3.7301497935034718,-20.79463844596379,-31.469481089538853,-20.65004421594555,7.275034324167386,-20.135334060924926,-25.78596082694944,-17.06448865246032,-27.73933129603538,-16.919894422442077,11.005184117670858,-16.405184267421454,-22.05581103344597,-10.674842643575062,0.14459423001824234,28.069672770131177,0.6593043850388653,-4.99132238098565,10.819436873593304,38.74451541370624,11.334147028613927,5.683520262589411,27.925078540112935,0.514710155020623,-5.135916611003893,-27.410368385092312,-33.06099515111683,-5.650626766024516
Esrrb3,-0.3270863300831337,4.683376459093566,0.13317329380291199,-0.019729667987348876,4.65057224203791,4.195834700933688,0.35475747452413486,5.0104627891766995,0.4602596238860457,0.3073566620957848,4.977658572121044,4.522921031016821,0.6818438046072686,-4.550203165290654,-4.703106127080915,-0.03280421705565573,-0.4875417581598782,-4.328618984569431,-0.15290296179026086,4.517398948234998,4.062661407130776,0.22158418072122288,4.670301910025259,4.2155643689210365,0.37448714251148374,-0.4547375411042225,-4.295814767513775,-3.8410772264095527
Esrrb4,-1.2110599337390937,-1.7004917016263477,-5.538014336441066,-5.702939386661342,-3.1823477526730812,-4.3635319583771235,-4.456331345123601,-0.48943176788725395,-4.326954402701972,-4.491879452922248,-1.9712878189339875,-3.15247202463803,-3.2452714113845076,-3.837522634814718,-4.002447685034994,-1.4818560510467336,-2.663040256750776,-2.7558396434972536,-0.16492505022027615,2.3556665837679844,1.1744823780639422,1.0816829913174644,2.5205916339882606,1.3394074282842183,1.2466080415377405,-1.1811842057040423,-1.27398359245052,-0.09279938674647781
Esrrb5,0.9824182954066032,8.402600970089843,-9.820381578515345,-12.14796087406176,-11.438740052550664,-13.203462650644234,-11.592289754745174,7.4201826746832396,-10.802799873921948,-13.130379169468362,-12.421158347957267,-14.185880946050837,-12.574708050151777,-18.222982548605188,-20.550561844151602,-19.841341022640506,-21.606063620734076,-19.994890724835017,-2.327579295546414,-1.6183584740353183,-3.3830810721288884,-1.7719081762298288,0.7092208215110958,-1.0555017765824743,0.5556711193165853,-1.7647225980935701,-0.15354970219451047,1.6111728958990597
Esrrg1,-17.96387730622253,-13.67639298610976,-24.359139634686343,-15.437070758009668,-7.043692348622066,-13.782859450156167,-15.488765019260114,4.2874843201127675,-6.395262328463815,2.5268065482128605,10.920184957600462,4.181017856066362,2.475112286962414,-10.682746648576583,-1.760677771899907,6.6327006374876945,-0.10646646404640592,-1.8123720331503534,8.922068876676676,17.315447286064277,10.576280184530177,8.870374615426229,8.393378409387601,1.654211307853501,-0.051694261250446516,-6.7391671015341,-8.445072670638048,-1.7059055691039475
Esrrg2,4.820467367763435,-1.0829199300548282,-4.851460341895091,-8.981137793259464,-4.03586242305353,-8.680128273640975,-6.308481306375569,-5.903387297818263,-9.671927709658526,-13.801605161022898,-8.856329790816964,-13.50059564140441,-11.128948674139004,-3.768540411840263,-7.898217863204636,-2.9529424929987016,-7.597208343586146,-5.225561376320741,-4.129677451364373,0.8155979188415614,-3.8286679317458834,-1.4570209644804777,4.945275370205934,0.3010095196184892,2.672656486883895,-4.644265850587445,-2.272618883322039,2.3716469672654057
Esrrg3,-2.5033215598445935,-11.686344579171887,-9.002477013498876,-8.539004818325026,-7.717171031072866,-6.858498303013093,-7.9153997779455665,-9.183023019327294,-6.499155453654282,-6.035683258480432,-5.213849471228272,-4.355176743168499,-5.412078218100973,2.6838675656730118,3.1473397608468616,3.969173548099022,4.827846276158795,3.770944801226321,0.46347219517384985,1.28530598242601,2.143978710485783,1.0870772355533092,0.8218337872521602,1.680506515311933,0.6236050403794593,0.8586727280597728,-0.19822874687270087,-1.0569014749324737
Esrrg4,7.465193698092975,5.953058522335681,-9.97555368103049,-6.836238612802148,3.98725457836683,-6.1004485813891165,-5.95556655819351,-1.5121351757572938,-17.440747379123465,-14.301432310895123,-3.4779391197261447,-13.565642279482091,-13.420760256286485,-15.928612203366171,-12.78929713513783,-1.9658039439688508,-12.053507103724797,-11.908625080529191,3.139315068228342,13.96280825939732,3.875105099641374,4.01998712283698,10.823493191168978,0.7357900314130319,0.8806720546086382,-10.087703159755947,-9.94282113656034,0.14488202319560628
Hnf4a1,2.8730830264140508,14.20770391626779,-0.16996698881401073,7.875579796493014,28.777785634440463,6.086225908421326,10.527526313695226,11.334620889853738,-3.0430500152280615,5.002496770078963,25.904702608026412,3.2131428820072756,7.654443287281175,-14.3776709050818,-6.332124119774775,14.570081718172673,-8.121478007846463,-3.680177602572563,8.045546785307025,28.947752623254473,6.256192897235337,10.697493302509237,20.90220583794745,-1.7893538880716875,2.6519465172022123,-22.691559726019136,-18.250259320745236,4.4413004052739
Hnf4a2,0.7179328353907124,2.471421379116137,-6.865052058024318,-2.1401014543901056,2.3754768941665247,-1.4555973883769155,0.17768671508885348,1.7534885437254246,-7.582984893415031,-2.858034289780818,1.6575440587758123,-2.173530223767628,-0.5402461203018589,-9.336473437140455,-4.611522833506243,-0.09594448494961227,-3.9270187674930526,-2.2937346640272835,4.724950603634213,9.240528952190843,5.409454669647403,7.042738773113172,4.51557834855663,0.68450406601319,2.317788169478959,-3.8310742825434403,-2.1977901790776713,1.633284103465769
