target,si_Mp__vs__si_Mn,si_Mp__vs__mln_Mn,si_Mp__vs__pre_inj,si_Mp__vs__sp_Ame,si_Mp__vs__sp_Mn,si_Mp__vs__sp_Mp,si_Mp__vs__mln_Mp,si_Mn__vs__mln_Mn,si_Mn__vs__pre_inj,si_Mn__vs__sp_Ame,si_Mn__vs__sp_Mn,si_Mn__vs__sp_Mp,si_Mn__vs__mln_Mp,mln_Mn__vs__pre_inj,mln_Mn__vs__sp_Ame,mln_Mn__vs__sp_Mn,mln_Mn__vs__sp_Mp,mln_Mn__vs__mln_Mp,pre_inj__vs__sp_Ame,pre_inj__vs__sp_Mn,pre_inj__vs__sp_Mp,pre_inj__vs__mln_Mp,sp_Ame__vs__sp_Mn,sp_Ame__vs__sp_Mp,sp_Ame__vs__mln_Mp,sp_Mn__vs__sp_Mp,sp_Mn__vs__mln_Mp,sp_Mp__vs__mln_Mp
Esr1,-1.1880649994956798,-0.710913695851308,-1.5440978072453022,-0.5383991950571642,-0.9945547431742554,-0.4540488343364328,0.8660121881938995,0.5534513678373068,-0.286526928567863,0.5716832118907723,0.04587546695178897,0.7268223496013504,1.7784023318197424,-0.9285718656001025,0.20975563722386698,-0.6300956012505519,0.38276078558040577,1.8536223830349883,1.1520440984407698,0.38878440342756393,1.3984638274276706,2.7193041991816225,-0.6912425134028071,0.23804115733856543,1.4362622790924713,0.9061463234289578,1.9993992541988257,1.4498732458870445
Esr2,1.4833925405830406,0.7260360276438181,0.5916472257679217,0.7645656887753209,0.8775627817212694,-0.35978066227386696,0.09873931397730883,-0.8621120904283314,-0.7936656134239335,-0.633674660166127,-0.4102014663793413,-1.5931610629120876,-1.297703610639854,-0.13324210996119665,0.08300971216261235,0.42265342711356085,-1.234418536779897,-0.806646841402417,0.2099026607700751,0.4301530428432112,-1.0780998109563706,-0.6018940358909586,0.2788577294759514,-1.5842453576993563,-0.7668868650163493,-1.550929971789089,-0.983623551642884,0.49922427257428703
Esrra,-0.4523556620010728,0.4539326400856951,-1.7820422316814368,0.1723542530106681,-1.2811263324845952,-0.40426994877465366,-0.9489251488239395,0.9778890706264007,-1.138024662623933,0.545095969374671,-0.8569969371470034,0.10553053514585756,-0.322777409094128,-2.445518275103636,-0.37123507957186486,-2.660891326802626,-0.9554729136398769,-1.6211093427066514,2.2556005329014797,0.2931945962428681,1.7356200675669948,1.1470281442386603,-1.880648073792304,-0.7580354171251001,-1.1032486494363551,1.345704892270699,0.7079397886658336,-0.6110557726461796
Esrrb,0.3065832911662858,0.5151501255458971,-0.7579970577979772,-0.6628279908385435,0.845051758670798,-0.3905854041290034,-0.985290748664147,0.20835476397459074,-0.9225305210079728,-0.8432171172763243,0.5583191361956055,-0.563247505843137,-1.0546554642517236,-1.3874119539660523,-1.6096144134275148,0.6554012016795323,-1.014464968405802,-1.7385072825481753,0.10057859029531674,1.7460582538719243,0.516142680152827,-0.10658671045599678,1.8685034874308246,0.5019607492599253,-0.19704180849870365,-1.5370814429452269,-1.9245127036519158,-0.6661043811882172
Esrrg,0.08630928586974926,-0.2037322005968329,-0.7579400783529099,-0.8446891864092616,0.19455978785524952,-0.8418749093684038,-0.9515071889156533,-0.31058033147588215,-0.7289257138263854,-0.8084092537435279,0.11518283776136372,-0.7001138724411853,-0.8240707912950812,-0.6123641121792662,-0.8955998947618028,0.5860885773809917,-0.6193741679024584,-0.7944458075789935,-0.11166309895377778,0.9872339436800113,0.057599905514009134,-0.07212646697190066,1.2216607904868464,0.21278176822317363,0.04023472245867273,-1.0968954999710043,-1.0986323004329803,-0.1395037138824623
Hnf4a,1.2276351208329843,1.2462918513113623,0.6288052327536661,0.328455571543672,1.3542590808667323,0.5277539584330241,1.3693705568522387,-0.030137398024785513,-0.5369129691364732,-0.7884524570622935,0.26904844693504887,-0.7076848031294607,-0.06702271533768976,-0.653311109170648,-1.2196194905234017,0.4823022534711311,-0.945767723348093,-0.05880246003376899,-0.3417429741612315,0.948922838915734,-0.22118923776264385,0.6525941692564549,1.4040260684983141,0.16585733124635788,0.9417364007101099,-1.3233117257908564,-0.41701040486929375,0.9421167621658945
Hnf4g,-1.3179517230198596,-0.4303329280862014,-0.8110624751456389,-0.5091789610012771,-0.5606852914042088,-1.161883146080905,-1.204009714330672,0.9933000969794181,0.4592310842278252,0.7106117523310324,0.5766648181324899,0.31928219738685654,0.2800459793401265,-0.4263918405903026,-0.1267339738825603,-0.3153213494769166,-0.6769158900350059,-0.7876479582086414,0.3410187918791224,0.15956445683734458,-0.20352130159191023,-0.26708919394246594,-0.15450572141866903,-0.6835513961677521,-0.5796939573732822,-0.38429336836164235,-0.40365728395578326,-0.07180110192427389
Ncoa1,2.3279171845114544,1.238326316460852,-0.04572520919928351,0.4414018405537644,0.34246455095080824,0.14817322490739837,0.8330930698765986,-1.248175857397736,-2.0849502914282096,-1.6525444864977257,-1.6463620666646623,-1.9727873413581232,-1.506210784025063,-1.3851605728233234,-1.0525674863355234,-1.1244147123475452,-1.32508028840775,-0.6413415612936633,0.5676965721571389,0.44533513607503294,0.20560450529463206,0.9057652884032779,-0.05475080183545221,-0.47313170558770085,0.3007326293314332,-0.32009858850871514,0.3349234784866667,0.7606025853917449
Ncoa2,-0.06387154045503696,-0.5624020110268505,-0.4766972663993215,-0.14583675967398868,-0.9181341401336445,-0.4184388825363266,-0.4229562517563737,-0.5252086873679053,-0.3546259704295838,-0.07069324151613215,-0.8353856268823109,-0.2524687434679098,-0.27154845677988476,0.08301912837480413,0.5536634920821004,-0.7084363710727848,0.2421182583211837,0.24199486786151012,0.3794376261687091,-0.5927838195829581,0.14904286349839052,0.13398613366784123,-1.0397520832075735,-0.3020421077684805,-0.24086010172223074,0.8372316469157556,0.7399337196062383,-0.01407708002263858
Ncoa3,-0.3979728506189335,-1.6976136014065406,-1.0211112490216168,-1.6504703920307606,-1.500504191219505,-1.6329525618243832,-0.8203603735960788,-1.3597829530672878,-0.5301485586837247,-1.0841279801992176,-1.1157848872604939,-0.852224273127069,-0.27264649811372943,0.7092179059775379,-0.004121886207839528,-0.10675537484209568,0.351946755615762,1.2347130399538049,-0.7483515648257645,-0.7259885916565714,-0.4291034590328695,0.3745270767559938,-0.08435101911910202,0.4306724541378985,1.0737868005428952,0.43047288207997875,1.0924630949935321,0.863125701894694
Ncoa4,0.3035679313716522,-0.4598133230624348,-0.5745861077568994,-0.3240776862476302,-0.6044492865492569,-0.4102676271031537,-0.28793516033443345,-0.8205439120367437,-0.7618433402132451,-0.5466456665976642,-0.843669372815134,-0.5751130914135935,-0.5065326535705768,-0.13502902501588465,0.16910540166761373,-0.3454812383728609,0.12813855350560385,0.26179729719966693,0.2843413971209133,-0.12869347453250463,0.27524341925400997,0.38826290237934197,-0.4236985244184526,-0.02662543221944065,0.08932045149768643,0.4180000416700406,0.4785525213793567,0.12637123961311503
Ncoa5,0.15441435449150556,0.3012692867248397,-0.37928311415992005,-0.4945957571888119,-0.13997165549039908,-0.5205482843892473,-0.041062117908036426,0.1492030855371097,-0.46249700488067513,-0.564183636022439,-0.2668485297594159,-0.5232859391184738,-0.17523290029265523,-0.7411225739628514,-1.089398721998832,-0.6305094723775615,-0.8925093138829858,-0.4253663929913489,-0.13976545866963772,0.2171886575593685,-0.07201963281287262,0.4085778981573915,0.3816817771028712,0.09035169820318567,0.5179507883501399,-0.3236868106651872,0.13398953554101248,0.5189194702966438
Ncoa6,0.28296990747571926,1.2552446589970554,2.69102578497268,1.355673857559058,1.0431601049149315,1.38343946900144,1.4454764492415704,1.0178674944674462,2.0700978917016317,0.9288915626558941,0.770350058329635,0.7704836032058986,0.8680767547464313,1.6007508854585881,0.19032582336878712,-0.027113010511843137,-0.07994856529090742,0.014002242750221333,-1.5208293926187015,-1.4825716942183058,-1.8356592771315907,-1.7193041109041363,-0.17952074202691506,-0.30145371372357127,-0.14277739226425215,-0.05401862052124397,0.03219951102179131,0.09862673943004836
Ncoa7,0.7517284359905418,0.6590372360433691,1.007129266713581,0.8617382720949089,0.809965671249679,1.3175968330039727,0.8825223621763768,-0.12868342533357058,0.20725432172345687,0.09041556979257517,0.14604774654297342,0.3024418670194245,-0.006629855890680116,0.3950628533694005,0.3075330003645451,0.4050477159339266,0.563658503680307,0.143938617480022,-0.15573604567480223,-0.06546558684307245,0.12556735745873335,-0.29438645605319275,0.07890088434634737,0.3520002661184354,-0.1255306733883531,0.198582293182196,-0.1919483067749513,-0.45250980260033524
Nr0b1,-0.29601607193749796,-1.2368051719537414,-0.7942064005327854,-0.8023736330728611,-0.992453314990799,-0.35861714408479095,-0.6713308207166175,-0.984002813723806,-0.42422396533331086,-0.4373833947115993,-0.7101294171845712,-0.0005432131197653846,-0.250607299315958,0.46152208651087473,0.5508326382331552,0.08327827166596641,1.1077040466876733,0.8181700536477078,-0.020482445265680126,-0.3609802046680165,0.5922311149313215,0.25730337992889085,-0.3865995614302826,0.7493077558298165,0.2609579033676097,0.9975805725629173,0.6061141461371891,-0.3535832187255303
Nr0b2,-1.0693711516140918,-1.4260776330796188,-1.5073984828940117,-1.0833502476017696,-1.4892111544188575,-0.9701691638012404,-1.7788570342820749,-0.33419441419817,-0.35920144204953164,-0.004959574196072602,-0.5343043634184758,0.23876618951426665,-0.39988396507539703,-0.1173100522991127,0.41615145104014156,-0.4553071956097736,0.7070093843130418,-0.1669147757520455,0.4739434327341126,-0.22502125193536607,0.8299253573732123,-0.027435228193761547,-0.7180698858524898,0.40883082856805525,-0.4834348460779029,1.0699911154378814,0.21157764527681247,-0.9153062029795647
Nr1d1,1.8172802258827085,0.6533571166006716,-1.0112943067447147,-1.4626554329698476,-0.08216152083395573,-0.8460785390865797,-1.1707731710866094,-1.3061212236594202,-2.468242059659481,-2.858196224907431,-1.623893477863847,-2.251651546997308,-2.5999265132193354,-1.8144509955890356,-2.9024818591472297,-1.013452653095315,-1.6458649934004232,-2.1177864944643883,-0.5405473102859469,0.9185915776022154,0.358474080797329,0.004732072949916673,1.5647248172562607,1.1272994994662586,0.52647849282052,-0.7240956846741838,-0.9586541609210464,-0.3774116152971163
Nr1d2,-0.6277785867042281,-0.4692976680812864,-0.05546385966718667,-0.9621717725805342,-1.0123261204295808,-1.184281862223057,-0.19797221204925336,0.19329916186585913,0.5038408323914345,-0.28594485163336225,-0.44746236077768536,-0.31468003067765493,0.4270582072981317,0.44503951174269085,-0.701463301049009,-0.984714881513571,-0.6533890923485899,0.37316892618695996,-1.0586138117090258,-1.12519326078396,-1.1363341826515132,-0.1364495331949826,-0.22996933753542176,-0.03713910328656702,0.8944773636685109,0.2088054345563014,1.0586225541555665,1.0649609569739884
Nr1h2,-0.8984051083804391,0.3296677142606689,0.38284127259171397,-0.9789390051776458,0.9984821774240911,0.506816978476952,0.44983715018537296,1.3366958182914999,1.1193107785246044,-0.06385572942450608,1.730960937207975,1.178657578943726,1.1844778442265098,0.06485184220747163,-1.7980236058725394,1.1511003612385957,0.1259736841976995,0.08125768989441509,-1.5834979255427315,0.7806528021352859,0.053784206298159935,0.004977179773247324,2.431633134417489,2.085707622115681,1.5339560127584526,-0.859355686967393,-0.8138535526932459,-0.05200857611329241
Nr1h3,-0.09941317976490217,0.4375714119006091,0.17335138588133744,0.21682719928142008,-0.3939733241769517,-0.2038222051903296,0.12350044334568733,0.5725565481617181,0.23672445024672317,0.2750694210459789,-0.29727703942018224,-0.06187951257777512,0.18872005524172958,-0.28143133944333404,-0.2876913482622197,-1.2205843936382135,-0.7306373285016795,-0.4154436340528473,0.05311376808558237,-0.6334393830740115,-0.41585486443538483,-0.07969994120205359,-0.765688908093109,-0.5755601332113361,-0.12600021417233626,0.33527730844229564,0.5934098019811431,0.35753073791158113
Nr1h4,0.3344501650746541,0.24732263088742992,0.9889972161517417,0.629493421147624,0.2672452910605792,0.6120233411304844,0.894437334333915,-0.1058353573969713,0.5582948904607373,0.25376755080639807,-0.025249683347357662,0.15365851073374373,0.3894517352616308,0.8190047886720413,0.5391451138912117,0.09330847308330988,0.3319454433893326,0.6764027997696722,-0.40578981154726707,-0.6803341835010547,-0.5694004495607491,-0.2606701632774113,-0.36869906463499813,-0.17764348274622013,0.14756620826024966,0.24070022750188474,0.4823831609281049,0.32557763201395534
Nr1i2,0.08577826736189759,0.5002804874913369,0.34509328279162366,0.9057121003163671,0.6607269944105391,0.828668842620733,0.8100101371944837,0.43535600519287315,0.2219787682803999,0.710884240094655,0.567345082071636,0.5364029901574107,0.5539175468050602,-0.1605121068597139,0.5816834085332279,0.380812340840376,0.25217642871770635,0.26405354057429437,0.6588290486956679,0.4245428522987629,0.42622444120568015,0.41792629879487064,-0.167503977015158,-0.3199862704104263,-0.24454332742064464,-0.08123658333568794,-0.07507900822354321,-0.0026475081749203497
Nr1i3,-1.4445277450812444,1.021206312607271,-1.1907291645205087,-0.42881101140017247,0.34883023783309347,-1.7009054314187986,1.3104693230194737,2.66922673548738,0.2433110139925941,0.8910264347958899,1.5655367386133792,0.03368515877432676,2.363673699159766,-2.407974716460382,-1.965514153343234,-0.8211012299250509,-2.960187618781414,0.16001350325736605,0.872501100336745,1.6013134874576918,-0.2938470606877625,2.7537929208511502,0.9487907400031906,-1.4718485400323016,1.738562918013237,-2.155859929469321,0.758986048637314,3.2930719503543275
Nr2c1,-0.18741441828628844,0.49143329527950746,0.5094002870316017,0.5824085464697103,0.5591440016389374,1.3935357251671603,0.5249400529273291,0.7263261892406913,0.6036108467472296,0.6692346261806376,0.7010646536498608,1.19873272035669,0.5842094724367711,0.02938645109581511,0.14602157564577994,0.23036483507710656,0.8413327100907438,-0.039789595699910266,0.09220386717684821,0.1412349447625216,0.8021896158224757,-0.06860270696982651,0.0687348643969269,0.8619386921386265,-0.15335045663278923,0.6152907636467712,-0.20876029022300166,-0.9302508216614576
Nr2c2,0.0424880402792175,0.8084428542421467,-0.1266226736586835,0.6985851264739786,0.748273316652913,0.4158776853004977,0.9909838439650319,0.8092052811691368,-0.146439903050703,0.5690127971476735,0.6889634903043644,0.2697021572984473,0.7355624796544649,-1.0105298685003496,-0.11903415830883979,0.1047103887387115,-0.5381758659120888,0.07534222460946065,0.9610169223166946,0.9998394864364625,0.5750053571752568,1.1632318347609354,0.18441232253572815,-0.5238025434484582,0.16220619431808167,-0.6083757083624483,-0.018403873815961917,0.6449804774080403
Nr2e1,0.7544794361326882,-1.5747049804879174,-1.229920762195456,-1.062970385157849,-0.7685758018599569,-0.7181788263621675,-0.013244335308946161,-2.4966160945606726,-1.7227357655699527,-1.5820661945982986,-1.3858796562924172,-1.2062973780398158,-0.7096639548063304,0.34750563842568344,0.644032775916738,0.8973764803754093,1.1423848189775205,1.9715500480473906,0.17781643413728357,0.3372269258501512,0.7517279161891619,1.4474683829452,0.20561929469505275,0.6911055057153364,1.1850174751843001,0.33732576606669873,0.927712178984913,0.7639316244559518
Nr2e3,1.333886999372126,0.5199714238406775,1.2040571225597665,1.349064599383934,0.5781882093840506,1.9679221066663577,0.059405654869408256,-0.9159165900735664,-0.13460637168136882,0.0042259410951916735,-0.5732460835397073,0.26285439141937217,-1.1898895821461226,0.7611506748120477,1.168960599389652,0.2222794345888524,1.3956533960661825,-0.5901999494410152,0.18578557611102148,-0.533360957361757,0.5490622582828809,-1.3695669377911843,-0.7829875660126075,0.43346258688692807,-1.4631535767713324,1.1569044252674954,-0.6531776589140675,-2.067732258263671
Nr2f1,-1.258917042696153,-1.407845004143938,-0.9937167002843824,-1.4106031632052853,-1.0490987754732963,-1.7891867274301418,-0.4111035998579531,-0.1065121438922678,0.2499715252484968,-0.12317752360085439,0.053231203930415444,-0.1976712128890969,0.8453762022937404,0.4269063882980702,-0.061357151989126446,0.2236475215090475,-0.15367202579716435,1.321454455391711,-0.5000835645339607,-0.22692565569195294,-0.6208194355909582,0.7602596179068161,0.23453387403336462,-0.12014333876036304,1.195573996958084,-0.3388138659824442,0.9107788077593518,1.4850565760193646
Nr2f2,0.7064852148650119,1.2362360496275515,1.3194100949487964,1.884718361051518,2.39746492140325,2.0834336365848225,0.8773685867854353,0.5321472526001968,0.5160891077012099,1.0176199353247464,1.7227639786207358,0.9095595003137109,0.0312746629199172,0.11561111121892077,0.9482159041901982,2.163564751381771,0.6597401542058436,-0.5897806936794736,0.6777380981348522,1.4730260577901442,0.527479412035564,-0.6706075270948467,0.9951717185404676,-0.22046473998937505,-1.2831139129854165,-1.2072006724122981,-2.1375543122654355,-1.2884521050208837
Nr2f6,-1.8828592992242188,-1.692123222807927,-0.6623605562305123,-0.4008017777592768,-0.7506462663154267,-2.172216650222629,-1.3058454772936927,0.27845336865448045,1.0837480328108846,1.298610940644172,0.872639186482002,0.07706643339781862,0.7240088515385913,1.0971021179708813,1.7184117287709115,1.0845671779806874,-0.2069806353521041,0.6913274447414012,0.2960231630235139,-0.2111786000279395,-1.409039033118416,-0.5478095438025549,-0.528075989339615,-2.0982201490580814,-0.7993645539397847,-1.1238448890777808,-0.26352592630644217,0.9108905454788839
Nr3c1,-0.22308131828430866,-0.02990085495337409,-0.1433181756463857,-0.5065061446281779,-0.5619911284068878,-0.4073191916848769,0.2788874827005727,0.21358985129429095,0.07253120971176741,-0.24443292797618352,-0.35499435093637244,-0.1018212986415431,0.42485651779891853,-0.12508695854859214,-0.6609841889805985,-0.8580386301634505,-0.3815650646371037,0.34588451674509396,-0.4257051526578565,-0.5117728238746109,-0.24118863564449175,0.4552778635147068,-0.15927837314432405,0.24854447121074721,0.83787503940179,0.36307634592492716,0.9394021680953446,0.7499692105789915
Nr3c2,-0.7620152342893171,-1.4402432675525227,-0.08614096751854076,-1.0195090606896116,-0.39838821563578825,-0.5292248309744618,-0.05170285200117737,-0.6870864083803884,0.5953619633926984,-0.2183189582160165,0.26150783828177315,0.2900796352470465,0.6658603689842149,1.458085116632502,0.523556919451743,1.307625529025818,1.1755721171868765,1.7594560450223307,-1.090141132862609,-0.3782924449077358,-0.4339003775403562,0.04948352625042247,0.6423848530559714,0.8608278455686645,1.099204937146208,0.01975830592324282,0.4403147081308891,0.5165591502533804
Nr4a1,0.9548614303142224,-0.2156764999154322,0.06908033591466496,-0.4792881072780632,-0.7644176390074338,-2.0577138443662726,-1.515997023690999,-1.2780767761168659,-0.7795171756516616,-1.2508187926189778,-1.5521301106146865,-2.376674814509166,-2.070536438231522,0.308338265240097,-0.373730889559859,-0.9308223060166515,-1.850538255147342,-1.4031410845746652,-0.6388242974726182,-0.9609503510499017,-2.173674856825016,-1.6314591871396036,-0.4564160688988205,-1.8393608561917483,-0.9122500680131769,-0.9919441718367804,-0.4367963811310851,0.5543718386634352
Nr4a2,0.7764811714467023,1.186263067182299,0.3719970352437007,3.9444850354937913,1.4010287290338588,1.5498992621878904,0.14520102222684164,0.4022891420231088,-0.361762984892299,2.743681450966286,0.6977472147042736,0.4521809628394839,-0.6061534449419482,-0.8704976638780064,3.8666747222352034,0.6381148033893694,0.1728287427695722,-1.3357938813218369,4.173123717709259,1.2610815699823568,1.1265336309011411,-0.2934894287634656,-2.66980840063824,-3.94793582866074,-4.305361803270259,-0.37703173350500085,-1.5816048481191745,-1.5196811286175587
Nr4a3,0.26568649767972347,-0.04658053631630978,0.22341547213921364,-0.502019946907353,0.023511674156015717,-0.33921519687978136,-1.2488087234708514,-0.341400651325338,-0.04095206102513058,-0.6679229288131998,-0.20299126457690483,-0.48865456149322456,-1.2228188127218884,0.2954604516992068,-0.6323660802929306,0.1004752759549878,-0.29191214262080517,-1.3211800572034595,-0.8432783066712899,-0.19668276501958756,-0.6137014993524648,-1.541716211121397,0.6050075042747163,0.32635393745513297,-0.6306767950973685,-0.36720925835090507,-1.158447436139636,-1.0131938484162122
Nr5a1,-1.0076981450545115,0.6127854745566061,0.45641361873060365,1.0347707577830734,1.2025947666526826,1.171285655644445,-0.3101350084914832,1.7565906543869332,1.2787412614380649,1.7790138509540114,2.0216183589213395,1.7680678337462188,0.6914849167677645,-0.15960011268514124,0.6091966777340678,1.095156282865961,0.46894986080932827,-1.1156089375411347,0.6810595510126607,0.9449397851950467,0.6402194364599091,-0.8591352894399056,0.3969793869682074,-0.08703397448145038,-1.4630332536699477,-0.4808335807870851,-1.7508985227484197,-1.6127384350598666
Nr5a2,1.3351430818125267,-0.517200046363965,0.32724958824569,-0.46967586952318235,0.14522934699501325,-0.21632027787448657,0.1939329347754674,-2.015372013448663,-0.89121860447257,-1.5749996962162354,-0.9938459417578858,-1.3543986955137686,-1.0858542728197964,0.9167874337007222,0.044649340785041396,0.930446077542255,0.3952436236378603,0.8666432786408851,-0.9252530672504573,-0.1588610042787227,-0.6139098780369768,-0.19052895832780778,0.7279694465593273,0.4306727677397327,0.7149919539565338,-0.4115812091626792,-0.0021273579207746383,0.4489643751576307
Nr6a1,0.3059705260998123,-0.08039821799028082,-0.632684924476277,0.4479360980467766,-0.11874986372564583,0.34868468639992034,-0.11004175693479758,-0.42149073534977927,-0.8140158393359922,0.12113247818980796,-0.375073533565857,-0.015710535252553757,-0.3696479634606571,-0.607829885101644,0.7280844450198933,-0.08128856316227762,0.45304979895277764,-0.02018926559778619,1.2520258014439145,0.4961301144459799,1.1162537815915576,0.639090631463874,-0.6683108129783882,-0.2341124047058583,-0.6101308246103332,0.5063008710569079,0.04564230804295324,-0.49969341057840116
