target,si_Mp__vs__si_Mn,si_Mp__vs__mln_Mn,si_Mp__vs__pre_inj,si_Mp__vs__sp_Ame,si_Mp__vs__sp_Mn,si_Mp__vs__sp_Mp,si_Mp__vs__mln_Mp,si_Mn__vs__mln_Mn,si_Mn__vs__pre_inj,si_Mn__vs__sp_Ame,si_Mn__vs__sp_Mn,si_Mn__vs__sp_Mp,si_Mn__vs__mln_Mp,mln_Mn__vs__pre_inj,mln_Mn__vs__sp_Ame,mln_Mn__vs__sp_Mn,mln_Mn__vs__sp_Mp,mln_Mn__vs__mln_Mp,pre_inj__vs__sp_Ame,pre_inj__vs__sp_Mn,pre_inj__vs__sp_Mp,pre_inj__vs__mln_Mp,sp_Ame__vs__sp_Mn,sp_Ame__vs__sp_Mp,sp_Ame__vs__mln_Mp,sp_Mn__vs__sp_Mp,sp_Mn__vs__mln_Mp,sp_Mp__vs__mln_Mp
Nr2e3,0.10070294845040291,0.547742111713873,0.20530268314200414,0.13013327692609414,0.4838915503414317,0.03738684279903813,0.8889594959771775,0.30327759906475404,0.9365857017765835,0.9651009491660323,0.4642206628424971,0.6905050637528685,0.14406026442435765,0.32809105031391983,0.18128989169671067,0.8253955884728414,0.0847442078548482,0.4893925613757074,0.8677470114338952,0.4784998344792817,0.5686986815341412,0.12901561388309019,0.2831346036051753,0.570138234767952,0.06869341065620123,0.13161209284890887,0.46760165164612677,0.016039175755191343
Nr2f1,0.2981660910360993,0.3015585728721171,0.5427645111175183,0.31601143207863747,0.4041287033161708,0.23523055913967886,0.8089199198416888,0.9550677424026728,0.8062947493733086,0.9373915892995579,0.9572829688665518,0.9042164293673189,0.4293820446166322,0.7120458905261484,0.9683872572268135,0.8882142922702705,0.9249593029026084,0.23270991509314998,0.6625769001828106,0.8261454960566446,0.6476163395891161,0.5839756686619284,0.8591517382707123,0.9463689009822498,0.29646735448919725,0.8174383905377707,0.42913692949239257,0.23198890718450604
Nr2f2,0.43788388215244933,0.20266688138183,0.21358576160648346,0.060595316389206955,0.009146436925125375,0.04640082283506417,0.3508166964580465,0.5536593241054601,0.5252109858618605,0.2232681736306587,0.04519274746109149,0.27619115623546253,0.8937632505221431,0.8538793435279037,0.3288048673429319,0.03729931706442343,0.4430256880957679,0.5355642392516379,0.4879677386456919,0.1396069463581484,0.6192017489532116,0.5083336442880171,0.2530506105163213,0.837754105197375,0.15452359920863148,0.19161653285107952,0.02069066600076436,0.16853054719642901
Nr2f6,0.016898078905401674,0.05258498010776109,0.537077167000657,0.6636564049412954,0.3536707177792938,0.026157628226792712,0.17950654940771354,0.7145684583323273,0.16247610055158923,0.08171330109961694,0.24556644691044832,0.8705518661028893,0.2793234122296178,0.1643665780620862,0.05495348593680491,0.24917134720857662,0.8316809274616562,0.3117185668712215,0.7641245225829696,0.7442709706923679,0.11364567006985296,0.5531517458812671,0.46470945500109373,0.01342419289282289,0.33402319902694555,0.18070396071035716,0.8167076632391748,0.2411644216465981
Nr3c1,0.8015854105109024,0.9775663382154995,0.9403686314555355,0.6614378066132194,0.5781867674610061,0.7559491466715055,0.7666371456489889,0.8220490935711979,0.8947626945693491,0.8258794945664214,0.7252598665226033,0.9587306091611375,0.596975984169217,0.947211765778789,0.5611129326745125,0.452972298481214,0.7381497653487569,0.6588449179930211,0.6444585784016241,0.5959667525767021,0.8171932348267157,0.6860087880533676,0.8508750849734917,0.7885604856685693,0.36109528010192593,0.6841650710767623,0.31881579799272325,0.4482124829279558
Nr3c2,0.4349589601924069,0.19809919199181591,0.9761374973815058,0.375204588762575,0.6900798447314758,0.6795428909022819,0.9897501520140699,0.5470210340254964,0.5313686747359514,0.8466722961138707,0.7809760057429028,0.7357723877954219,0.438576868002706,0.1569891001781763,0.6379855892182658,0.273205601638766,0.24913326310955267,0.05951573398417978,0.2693712802400335,0.6829256090121256,0.6912079670838315,0.9582544971058468,0.5224095498617772,0.3960031950155545,0.23934666746093344,0.9442756848060252,0.6106505836759103,0.5928352901911138
Nr4a1,0.28920353660927217,0.8228061940570286,0.915696721292331,0.6327269387108752,0.38725547244442327,0.057592580028752574,0.15582817449053787,0.1899321824952125,0.4445717778167424,0.15241066905015319,0.07172611475353884,0.008803766567970281,0.018184019069377513,0.7008090075949306,0.7094781293225618,0.3513545431690227,0.04702769779577707,0.11678615717429477,0.4436272191791649,0.2784914207554876,0.03274395829389955,0.10761891242543446,0.5664797090006333,0.051254557288990664,0.31667120299853957,0.28919957847452016,0.6845007433349815,0.5122138947550584
Nr4a2,0.5452054588050673,0.38624704332296256,0.7866713208547528,0.005447532140789881,0.2752863359116881,0.2845815978004288,0.8818507496517153,0.7452267816317835,0.8204715890231038,0.022733025595173973,0.5541325384125966,0.6827769789367167,0.6522844352721958,0.5316421352065106,0.0070600213348446725,0.6669997525776848,0.8716267738892065,0.2822449184967365,0.0016076980566444934,0.3694787423417156,0.4377481635931928,0.8407867393479462,0.026874708314628536,0.0031654237159339,0.0006213069515646066,0.7934051937408284,0.22800120752533737,0.2459660145492108
Nr4a3,0.8162586509316143,0.965689719230749,0.8304030467625946,0.6633541801184879,0.9933548069182074,0.7983558551038509,0.31242707613099013,0.7759737906529031,0.9798881493279779,0.5143496247880803,0.8450911033837771,0.6639278727260861,0.2323734914945631,0.7434861236941541,0.578421887335745,0.9465858701171487,0.8049997294300394,0.19363958461219044,0.38664216956059294,0.8093687224469381,0.5805486383560091,0.18424695475316583,0.5480648656841038,0.7327487142454656,0.5611257676369994,0.7555847680840209,0.2903243731998344,0.35289139692701366
Nr5a1,0.24198597557053284,0.5293877518341066,0.652213060203997,0.297149099085011,0.19010734798410484,0.25058084861043317,0.809548323868068,0.06096790440849183,0.1439851093563846,0.03568491862388569,0.018375414529305162,0.03958097166524023,0.35374245503968393,0.9102102670623915,0.5299051491310479,0.29031105601930796,0.5802885619291913,0.21140447010288993,0.49323316286135443,0.35719886566638925,0.5514112737413248,0.40187797715699214,0.6569537270158569,0.9532521999200909,0.1008858823872818,0.6280106148847682,0.05998296469645599,0.0825596938051529
Nr5a2,0.19544622211058266,0.6418495592937542,0.7692562716041378,0.6849898974359381,0.9002729841313504,0.8784665608764517,0.8234801075112499,0.07126448060955459,0.4438443802208163,0.1171655849631835,0.31925118229999383,0.1965191453964138,0.29583732236571986,0.3645852920351449,0.9634591597937958,0.4373134455425687,0.6799169725903349,0.323955585227659,0.3462784778734149,0.8366120824300946,0.5816702950044994,0.8762123511582756,0.4671310368143936,0.6593382980521323,0.4298259548986165,0.7226858723405647,0.9401417770436009,0.6383457938490731
Nr6a1,0.751940358996146,0.9325245178930418,0.5965956937963831,0.6509460190058607,0.8820357523248138,0.7169334261261935,0.9657574960045312,0.6790937494607656,0.41740199041417614,0.85911238315522,0.6683749606048035,0.9686422637300137,0.7258084979781663,0.5499275318487091,0.45148762304023793,0.9191062004613136,0.5891806831129336,0.9467400653352639,0.18394823889572146,0.6477504148775678,0.2774647798987117,0.5147593540150837,0.4149633343626452,0.8272218372800444,0.5187404503886746,0.5264768348089788,0.8881118600521287,0.6095070932113504
