name,si_Mn__vs__mln_Mn,si_Mn__vs__mln_Mp,si_Mn__vs__sp_Mp,si_Mn__vs__sp_Mn,si_Mn__vs__pre_inj,si_Mn__vs__si_Mp,si_Mn__vs__sp_Ame,mln_Mn__vs__mln_Mp,mln_Mn__vs__sp_Mp,mln_Mn__vs__sp_Mn,mln_Mn__vs__pre_inj,mln_Mn__vs__si_Mp,mln_Mn__vs__sp_Ame,mln_Mp__vs__sp_Mp,mln_Mp__vs__sp_Mn,mln_Mp__vs__pre_inj,mln_Mp__vs__si_Mp,mln_Mp__vs__sp_Ame,sp_Mp__vs__sp_Mn,sp_Mp__vs__pre_inj,sp_Mp__vs__si_Mp,sp_Mp__vs__sp_Ame,sp_Mn__vs__pre_inj,sp_Mn__vs__si_Mp,sp_Mn__vs__sp_Ame,pre_inj__vs__si_Mp,pre_inj__vs__sp_Ame,si_Mp__vs__sp_Ame
Esrrb2,-17.06448865246032,-22.05581103344597,-16.405184267421454,11.005184117670858,-27.73933129603538,3.7301497935034718,-16.919894422442077,-4.99132238098565,0.6593043850388653,28.069672770131177,-10.674842643575062,20.79463844596379,0.14459423001824234,5.650626766024516,33.06099515111683,-5.683520262589411,25.78596082694944,5.135916611003893,27.410368385092312,-11.334147028613927,20.135334060924926,-0.514710155020623,-38.74451541370624,-7.275034324167386,-27.925078540112935,31.469481089538853,10.819436873593304,-20.65004421594555
Esrrb3,5.0104627891766995,0.6818438046072686,4.522921031016821,4.977658572121044,0.4602596238860457,0.3270863300831337,0.3073566620957848,-4.328618984569431,-0.4875417581598782,-0.03280421705565573,-4.550203165290654,-4.683376459093566,-4.703106127080915,3.8410772264095527,4.295814767513775,-0.22158418072122288,-0.35475747452413486,-0.37448714251148374,0.4547375411042225,-4.062661407130776,-4.195834700933688,-4.2155643689210365,-4.517398948234998,-4.65057224203791,-4.670301910025259,-0.13317329380291199,-0.15290296179026086,-0.019729667987348876
Esrrb4,-0.48943176788725395,-3.2452714113845076,-3.15247202463803,-1.9712878189339875,-4.326954402701972,1.2110599337390937,-4.491879452922248,-2.7558396434972536,-2.663040256750776,-1.4818560510467336,-3.837522634814718,1.7004917016263477,-4.002447685034994,0.09279938674647781,1.27398359245052,-1.0816829913174644,4.456331345123601,-1.2466080415377405,1.1811842057040423,-1.1744823780639422,4.3635319583771235,-1.3394074282842183,-2.3556665837679844,3.1823477526730812,-2.5205916339882606,5.538014336441066,-0.16492505022027615,-5.702939386661342
Esrrb5,7.4201826746832396,-12.574708050151777,-14.185880946050837,-12.421158347957267,-10.802799873921948,-0.9824182954066032,-13.130379169468362,-19.994890724835017,-21.606063620734076,-19.841341022640506,-18.222982548605188,-8.402600970089843,-20.550561844151602,-1.6111728958990597,0.15354970219451047,1.7719081762298288,11.592289754745174,-0.5556711193165853,1.7647225980935701,3.3830810721288884,13.203462650644234,1.0555017765824743,1.6183584740353183,11.438740052550664,-0.7092208215110958,9.820381578515345,-2.327579295546414,-12.14796087406176
Esrrg1,4.2874843201127675,2.475112286962414,4.181017856066362,10.920184957600462,-6.395262328463815,17.96387730622253,2.5268065482128605,-1.8123720331503534,-0.10646646404640592,6.6327006374876945,-10.682746648576583,13.67639298610976,-1.760677771899907,1.7059055691039475,8.445072670638048,-8.870374615426229,15.488765019260114,0.051694261250446516,6.7391671015341,-10.576280184530177,13.782859450156167,-1.654211307853501,-17.315447286064277,7.043692348622066,-8.393378409387601,24.359139634686343,8.922068876676676,-15.437070758009668
Esrrg2,-5.903387297818263,-11.128948674139004,-13.50059564140441,-8.856329790816964,-9.671927709658526,-4.820467367763435,-13.801605161022898,-5.225561376320741,-7.597208343586146,-2.9529424929987016,-3.768540411840263,1.0829199300548282,-7.898217863204636,-2.3716469672654057,2.272618883322039,1.4570209644804777,6.308481306375569,-2.672656486883895,4.644265850587445,3.8286679317458834,8.680128273640975,-0.3010095196184892,-0.8155979188415614,4.03586242305353,-4.945275370205934,4.851460341895091,-4.129677451364373,-8.981137793259464
Esrrg3,-9.183023019327294,-5.412078218100973,-4.355176743168499,-5.213849471228272,-6.499155453654282,2.5033215598445935,-6.035683258480432,3.770944801226321,4.827846276158795,3.969173548099022,2.6838675656730118,11.686344579171887,3.1473397608468616,1.0569014749324737,0.19822874687270087,-1.0870772355533092,7.9153997779455665,-0.6236050403794593,-0.8586727280597728,-2.143978710485783,6.858498303013093,-1.680506515311933,-1.28530598242601,7.717171031072866,-0.8218337872521602,9.002477013498876,0.46347219517384985,-8.539004818325026
Esrrg4,-1.5121351757572938,-13.420760256286485,-13.565642279482091,-3.4779391197261447,-17.440747379123465,-7.465193698092975,-14.301432310895123,-11.908625080529191,-12.053507103724797,-1.9658039439688508,-15.928612203366171,-5.953058522335681,-12.78929713513783,-0.14488202319560628,9.94282113656034,-4.01998712283698,5.95556655819351,-0.8806720546086382,10.087703159755947,-3.875105099641374,6.1004485813891165,-0.7357900314130319,-13.96280825939732,-3.98725457836683,-10.823493191168978,9.97555368103049,3.139315068228342,-6.836238612802148
Hnf4a1,11.334620889853738,7.654443287281175,3.2131428820072756,25.904702608026412,-3.0430500152280615,-2.8730830264140508,5.002496770078963,-3.680177602572563,-8.121478007846463,14.570081718172673,-14.3776709050818,-14.20770391626779,-6.332124119774775,-4.4413004052739,18.250259320745236,-10.697493302509237,-10.527526313695226,-2.6519465172022123,22.691559726019136,-6.256192897235337,-6.086225908421326,1.7893538880716875,-28.947752623254473,-28.777785634440463,-20.90220583794745,0.16996698881401073,8.045546785307025,7.875579796493014
Hnf4a2,1.7534885437254246,-0.5402461203018589,-2.173530223767628,1.6575440587758123,-7.582984893415031,-0.7179328353907124,-2.858034289780818,-2.2937346640272835,-3.9270187674930526,-0.09594448494961227,-9.336473437140455,-2.471421379116137,-4.611522833506243,-1.633284103465769,2.1977901790776713,-7.042738773113172,-0.17768671508885348,-2.317788169478959,3.8310742825434403,-5.409454669647403,1.4555973883769155,-0.68450406601319,-9.240528952190843,-2.3754768941665247,-4.51557834855663,6.865052058024318,4.724950603634213,-2.1401014543901056
