target,si_Mn__vs__mln_Mn,si_Mn__vs__mln_Mp,si_Mn__vs__sp_Mp,si_Mn__vs__sp_Mn,si_Mn__vs__pre_inj,si_Mn__vs__si_Mp,si_Mn__vs__sp_Ame,mln_Mn__vs__mln_Mp,mln_Mn__vs__sp_Mp,mln_Mn__vs__sp_Mn,mln_Mn__vs__pre_inj,mln_Mn__vs__si_Mp,mln_Mn__vs__sp_Ame,mln_Mp__vs__sp_Mp,mln_Mp__vs__sp_Mn,mln_Mp__vs__pre_inj,mln_Mp__vs__si_Mp,mln_Mp__vs__sp_Ame,sp_Mp__vs__sp_Mn,sp_Mp__vs__pre_inj,sp_Mp__vs__si_Mp,sp_Mp__vs__sp_Ame,sp_Mn__vs__pre_inj,sp_Mn__vs__si_Mp,sp_Mn__vs__sp_Ame,pre_inj__vs__si_Mp,pre_inj__vs__sp_Ame,si_Mp__vs__sp_Ame
Ncoa6,1.429605785224119,1.181417182115652,1.2678728926064904,1.6615698384489548,1.6332769670953267,1.1662061270601782,0.8522789283158615,0.248188603108467,2.6974786778306097,3.0911756236730734,3.0628827523194455,0.26339965816394084,2.2818847135399807,2.449290074722142,2.842987020564607,2.814694149210979,0.01521105505547382,2.0336961104315137,0.3936969458424642,0.36540407448883633,2.434079019666669,0.415593964290629,0.028292871353627902,2.8277759655091326,0.8092909101330932,2.7994830941555047,0.7809980387794653,2.01848505537604
Ncoa7,2.449379347950116,1.2680383272730267,0.47231929223843855,1.5440164157703342,4.119598605148439,2.6850695878487145,2.8647692375599396,1.2467927535167291,2.4427419113219746,0.9614604758664147,2.2830725183362355,0.29760434482336534,0.4655106132171812,1.4034464161395306,0.288498925699027,3.276646424445762,1.5189555126467698,1.6211955918750345,1.6396937519175685,3.8702081658823477,2.6409719345384697,2.888808169610469,3.0525522014659296,1.2388273732576116,1.3334327049276615,2.0046049793734007,2.3156819577498724,0.4533568041950483
Nr0b1,6.256547231386513,3.0507163280003553,4.39027602841525,4.244098527269892,7.129514824242906,3.558116230002935,6.148802310200721,4.7502395717584545,1.907375778780241,2.4251436826160306,4.086195254024511,4.65797810798581,0.2211844420963845,3.0021281149815118,3.898027843318342,7.3579887454071695,1.220386542489886,4.746763022625202,1.4614330866421115,4.632585112482063,3.034546583664528,1.8431543666485233,3.4821659677808974,4.072383811088985,2.2426687116572483,7.363868221844574,3.8895695715170184,4.675020967028048
Nr0b2,5.33531102927137,6.398088019065978,2.9251948392272724,3.1044605111211196,3.8937095072832593,2.9132354284382327,4.8926141137546,2.3416401511200164,3.6793758543732586,2.7920535285513455,2.0363239281576155,5.276206270699464,3.4713945532784143,3.802815675747208,4.709667074115727,4.1505214783373425,5.163933608365359,2.36853493786612,3.2437322312559056,3.4795960820494454,1.5969768126070456,1.9710895921691083,0.8605063431700504,4.500368798568507,4.458002862344207,4.907727998962354,4.318321604900332,2.944863774461973
Nr1d1,4.696428291629081,3.7619621012578746,3.178688915747776,1.2983486259288828,6.180001399005085,1.9265178231125637,5.3651234015207425,2.2702923482987427,7.7167812089347905,5.038936519435951,10.768087866500704,2.8282520609030235,8.490131007852938,6.244509883333995,3.518645448681508,9.236703059419732,2.011690832349914,6.3581223839146,2.740403532074589,3.051396462140445,4.891351366878488,3.6585915885810474,5.772565418675273,2.263585511510152,4.142320177119965,7.941923327297174,4.820311310805156,6.124265452227542
Nr1d2,1.4501356598513568,1.9312938265248525,3.5919405423885613,1.7754876927462107,1.9897795731887995,1.1198931657443572,1.4219057369002586,3.293150489497698,2.5052944183708035,0.3261072988506665,2.145219314030169,1.6587124697949824,0.6564445331906901,4.863357020126147,3.6139374806388185,3.5705553545159607,2.7573999612585554,3.0105301845721923,2.337718382738707,4.623877782289067,4.148961081248621,2.18597483848085,2.2868114238754216,1.9002505985983142,0.8265064533787884,0.8758228370661353,2.670747771840542,2.033537800766437
Nr1h2,6.93619917394298,5.113837115320033,4.109301573110844,4.762869535871497,2.242439779851953,4.9917181304237905,1.080460468543512,3.3534721066705635,5.243554082599905,3.552126645093897,4.708452534080492,3.6957014644517914,6.057617490679728,1.984791512272751,0.3604578862300192,3.448051080331903,0.3431686206219016,4.672802002687124,1.7094778458244722,3.3393196159109886,1.661636186544058,4.096675666999142,3.1530046657889117,0.3232905319832179,4.34678005912377,3.4527934966681095,1.377667732215563,4.619185730715128
Nr1h3,3.307610591670944,5.700090666157255,1.7903487743331927,3.0859567163604016,2.5846168405629637,5.167706788631381,2.303055497183573,2.3931769916093804,2.0352073231937866,2.0728901495652106,2.0390268056494136,1.860170683966906,1.00714988674422,4.279390241981145,3.7243381772831214,3.966206039796464,0.5406253891727849,3.400044899765844,1.3134969590703498,0.8224723102299962,3.784348568408831,1.2891744462224415,0.501771065249013,3.323980343221968,1.9497789429748995,3.523903617368923,1.6749716044139111,2.865670384936792
Nr1h4,5.895918885312344,4.193806774459459,6.0838469283990495,5.3990956562447625,6.095325532170299,1.5073275423835717,6.607106210155027,1.716629205363358,0.24069759693179277,0.5370937647132551,0.7622777474031901,4.524624331986572,0.7140828708068708,1.9227391537549985,1.2653462988654975,2.081402953176996,2.8804537764701377,2.430660755735088,0.6876768786819818,0.5947912434671712,4.694026129153264,0.5316270718450185,0.8553380523603845,4.006550027355393,1.2178553459430415,4.6491990880209215,0.8781796169458636,5.2242751057576715
Nr1i2,3.3749582396244593,2.5990935106030193,2.155026089551597,3.157715833314212,1.4541008938083468,3.122094120628526,3.128339419511906,1.1228525490268066,1.8036878585046583,0.9375921667115844,2.180226000348093,6.41312193710841,1.9164519642515132,1.0841563118533697,0.8115037600045742,1.2088863806054795,5.506407895726895,1.0511662139782285,1.1772449246754735,1.0045989810122407,4.862038250979025,1.5919679553697748,1.8157281970952752,5.9971345852358695,1.2945864706185428,4.301573587187397,1.6958556219679852,5.6790881914247135
Nr1i3,5.028356828122022,4.1979608873397805,4.0692456733087825,4.9992988990848035,3.2482208653394276,2.4312752844364938,4.614370583257461,3.492029517355761,7.346197434487865,4.740033323305592,6.835009125291026,6.523535447397477,7.083253513817897,5.5928570676881035,1.5125022353217588,6.276997493140565,4.8057784215436925,5.389994134734938,6.314001094525344,2.6339702978168327,5.214888418441155,1.1086364393342725,7.3015376633135105,4.8678944347894975,6.207938663847948,5.130266766945795,3.193334477173078,5.94057712075922
Nr2c1,5.147430229366619,4.0226962859920405,5.071384832419262,6.3197088715586,3.7786788675858065,2.10133043367675,4.740210391550979,1.1252771913125432,2.4653668669630093,1.2914015801954841,2.592193829448523,6.74910928732274,0.48619677005089745,2.3873674350774294,2.35460767599597,1.9900622843690623,5.651717079486374,0.7452123184509262,3.480733876310549,4.361040472865034,5.961097868971779,2.133834633539225,3.2256553896835976,8.006324525297517,1.7767620616735509,5.809733219573529,2.522558230813062,6.289513386317068
Nr2c2,4.676612301697766,1.0853560508184683,3.5155916761157044,0.6272677299601384,9.427047697794343,4.255830183304962,4.10162755745575,3.591256250879297,1.1610206255820614,4.0493445717376275,4.750435396096577,8.932442485002726,0.5749847442420161,2.430235625297236,0.4580883208583301,8.341691646975875,5.34118623412343,3.016271506637281,2.888323946155566,5.911456021678638,7.771421859420665,0.5860358813400453,8.799779967834205,4.8830979132651,3.4743598274956113,13.682877881099303,5.3254201403385935,8.35745774076071
Nr2e1,4.34895164088804,1.6424998385851757,1.7989758445961443,1.3624316800051806,5.19628526703989,1.0906552649744286,3.10993920729232,5.814188876893363,3.293241312546376,4.529655983881427,1.68539143060647,4.802070542006706,1.3566267439677357,3.42158197264574,1.517779871476842,6.802797286362629,1.0771634992157604,4.493692294285745,2.8992921221075196,3.667462507645731,2.8084878299837444,2.4646829573154996,5.7321928257928585,0.4921874777781233,3.175000858296804,5.90083166665579,2.7721399741559543,3.4621160208185136
Nr2e3,5.024578045179949,6.328575286049713,4.510673337527339,5.108446236285825,7.286421105085928,4.906254093807585,4.366729885833184,2.355596265513881,5.1923118153464225,2.0297527239290587,3.682444489583917,1.7502327345169473,2.8930943269362497,6.003477141466749,2.34422506837909,2.1783867108665373,1.9476464188301632,3.501879674985214,4.17937601453434,5.568408184058149,5.894092354716121,2.612351447753672,2.487505121115937,2.4998656784086486,1.5922435313929382,3.819330714615983,3.363018664506318,3.4917465510381707
Nr2f1,3.514916736025739,5.042838998488981,2.44006636733711,2.3925480259098033,1.8472374445022908,7.841656039243488,3.5872603164546817,1.5279222624632423,1.0748503686886295,5.907464761935543,1.6676792915234486,4.3267393032177495,0.07234358042894229,2.602772631151872,7.435387024398785,3.1956015539866907,2.798817040754507,1.4555786820343,4.832614393246913,0.5928289228348191,5.401589671906379,1.1471939491175716,4.2397854704120945,10.234204065153293,5.979808342364485,5.994418594741198,1.740022871952391,4.254395722788806
Nr2f2,4.5470998126833235,4.153491620978601,6.381647133150796,7.509140741318758,3.1081068567063075,1.2149570552287268,6.718497491858122,2.407296353207359,2.5084572741738915,4.522747653635316,1.8135431453449682,3.8571840394340002,2.610729997527123,2.9008031695991408,3.369110226651256,2.2529741600890927,3.1159770135095193,4.158213880066361,3.073384045242307,4.001279092996342,5.6019117860875225,1.8268153651197272,5.192067716266449,6.416422632407072,4.8126061390602795,2.2847999410440623,4.3980436286482885,6.1814208059888305
Nr2f6,2.521781828786891,2.6393298282500317,2.429311682468923,2.49762564331157,2.9385976679364356,5.559342435365051,3.1740698314405877,4.318059654914558,3.5039342006209564,4.243557634374863,1.7897535469367785,4.246112992541528,5.206930564121371,2.3360683599097163,4.210768610877047,4.715586099040735,5.678879731526267,2.7421955002935214,4.243450957091675,3.7103447558126144,6.095616419930853,3.664219467785782,3.683971353748814,7.545585130114205,2.701998373556641,5.619251871860895,4.737016462202408,7.575407328926887
Nr3c1,1.4661812855175689,1.6107833718045856,2.8033513745154677,2.7120372951264673,4.232936410596083,1.5255923091726813,3.675005521707983,0.40672778671096466,1.7117361528815842,3.474654614397718,3.6279438210828223,2.750402585530082,2.295715833550004,2.0104818354841454,3.8359993916128747,3.9924363948935477,2.7087553130082904,2.4116874790715612,3.4821147566206787,2.0927976375519552,4.291487714500133,1.2118864175995143,3.3677648083096816,3.6749468606050235,4.693239359165593,5.742000426820497,2.799838777482228,5.045602623242245
Nr3c2,0.3916745292873847,6.628500126808397,5.377035627216939,3.5810030956238337,2.894398707759478,6.03162272921206,3.388094069835734,6.51841300576332,5.219294063642111,3.495555190996593,2.9281174835476995,5.82873231288882,3.216729664260036,1.487277367415345,3.0536388554918212,4.005344950847846,1.739637883608291,3.365513218816074,1.9519789635196132,3.081687169889725,0.9643896937170074,2.0039779051096858,1.162913852161889,2.8143808965133723,0.8285890366712781,3.9715874649299554,1.696952373737208,2.660828614509342
Nr4a1,4.094573216315417,6.058257415398269,6.856579570129822,4.767774197351124,7.362910148365515,1.2883516398304289,4.766110740845192,5.273792584116029,4.485989827754732,4.076718879108999,7.1986013121169,4.417032833343611,4.338606300362652,3.166652711057481,1.8324645973984326,4.586967342388424,5.309987798441494,1.6888719317221093,3.8702602305751137,7.19899329225913,6.673956167141725,3.9824011197881752,3.8499722862815435,3.9672189398719473,0.35627749312506957,6.221013747934604,3.8317202279110583,3.9166122806957913
Nr4a2,3.6101392218408246,0.2846823298860386,2.9123183355198634,0.04282440173014379,1.071150539926613,4.4393155680878555,14.974696149475706,3.894821551726863,6.5224575573606876,3.5673148201106812,2.5389886819142116,8.04945478992868,18.58483537131653,2.6276360056338244,0.3275067316161824,1.3558328698126516,4.154633238201818,14.690013819589668,2.955142737250007,3.9834688754464764,1.5269972325679928,12.062377813955845,1.0283261381964692,4.482139969818,15.01752055120585,5.510466108014469,16.04584668940232,10.53538058138785
Nr4a3,2.140671957324046,3.2850748392251825,6.538555340918628,5.760530643439669,5.867145750558107,6.542612535486989,4.261827768100382,2.6781557343369196,4.462604187935901,3.716513064083011,4.347392957179838,4.408970520868402,2.399313524778027,4.688117964489066,3.9012421440382856,2.9070423744012395,5.124924942697807,2.33528375310123,0.8115516245812561,2.785668307601882,0.8904358280645577,2.4480759052899215,2.326191584530867,1.3221350624864872,1.637067109619436,3.5854508555078333,2.0929887391124247,2.79422628230369
Nr5a1,4.456215311221384,3.923030249125997,6.21335775277945,6.144472904366557,3.6199330821280706,6.279289086473456,6.35731578980404,2.718320084566915,4.016512585354275,2.0669154736645954,5.0743589482710885,5.133321683278275,3.4587344968221863,2.3180866982516495,3.661849109820909,5.95438359741434,2.87803511307946,2.8248297696296127,3.841114318002919,7.916627183272595,2.0529619581091483,1.7461611073818415,6.104244190263644,5.579401486058228,2.5265553607370377,8.792085367183075,7.215733891880532,3.7816866366341024
Nr5a2,5.724507389629792,6.335616743088894,5.887992444341863,7.1871918064278155,10.516725055703784,1.5986871481010472,6.940200873348993,0.64463565064448,0.9462042203628129,1.9664862007220625,4.879885354403654,4.129285646337296,1.3648864361557296,0.8931587843442887,1.4340843109865202,4.2378197312129675,4.745573659271876,1.0662882267710814,1.33116079862238,4.640488803062657,4.340288888269832,1.958789069639302,3.4134086814194604,5.6578098451995436,2.15130890951784,8.946676731830124,4.027679868374944,5.343394717926472
Nr6a1,0.9132637453237379,1.358189738224491,1.9901982770952913,3.408173983071182,3.686677605215512,2.5493169396976314,2.4238686682982373,0.6915695779605817,1.4228499448962095,2.8927368333265053,2.897593012697969,3.202038353180687,2.0973031084888465,0.7334036570952941,2.206096927614506,2.379111647680006,3.1234902468787222,2.6606056355385657,1.4740708534450573,1.9182777904887363,3.220457413739286,3.3252226044620077,1.6117531605820932,3.940822945471924,4.69902693669387,5.060418232144138,4.226922018886387,4.823326054126232
Pgr,1.1263662902528975,1.8735414835919526,4.4031655130466625,4.033839179552202,2.403627509658624,3.971617999644944,1.8671303220414739,1.3213630550420619,5.002445679283105,4.230047762495331,2.611678523306304,4.650352826172575,1.6625867054395753,5.187622356381343,4.752032315125017,2.2649938315874385,5.1623712491624705,0.9224673780300368,2.330442891160518,6.098114646282511,1.6751099822927107,4.362716685257698,6.222594905166518,2.2881543772831154,4.117055705361244,5.871143652415319,2.6500936438552714,4.447086374946616
Ppara,3.186390160268683,1.7714852052882821,3.1893459475976926,3.642119298266657,1.1558130786684566,2.1604945411911136,3.4289938450741504,2.4931860524336202,1.5768027897917858,0.45575635091640726,2.068681642078869,5.0792527931671705,0.43174091491884725,1.6954521919245218,2.886296281105244,1.143841928073801,2.833901637687103,2.5110367049409064,1.750200256916501,2.1096287081278025,4.527413858323682,1.3092578148257863,2.522457061649083,5.522204669804802,0.44178500916227165,3.046937785215821,2.2815673078508922,5.215923324954881
Ppard,2.7057605478379934,4.273828889085152,5.774641011446847,2.6636391964956134,5.1751478943765985,4.056234474293921,3.6324345029388523,3.2593211902978036,4.956569932408422,3.8745615782805247,4.722476572883271,2.747106570060582,2.8823610694625916,1.9428009771397157,3.913415239798425,3.598858124563243,2.525698671099183,2.4229607075575816,5.351977446778342,3.810641004081783,3.3282755370058736,3.330335781873428,4.804625423184857,4.951015227817162,4.049785821936383,4.1169686854431164,2.108301362976212,2.2628091682755778
Pparg,1.7651145336881147,2.51606463945807,2.3662040981352557,2.4292637914270094,2.919844182183726,2.6179421676472323,2.8762595248554326,1.8476327278610776,1.725336878672721,2.018441773903654,1.7279553393531344,2.381300993518594,2.9126589088888553,1.4888415210458608,3.532352756810688,3.025775524804176,3.357735365490349,3.427931441714755,3.048425253796388,3.062915792071529,2.035892257995412,2.7041224898867613,1.5255557452336987,2.752779153665816,2.119681051258185,3.4962603298389303,2.950064828427293,2.9035600790417333
Ppargc1a,1.4395145427140603,0.8935430556871187,3.2084538814687127,1.7421132196300728,2.903385608076911,2.993980952809019,2.9038493409635278,1.8186828785798292,2.967405300723441,0.6077894112818272,2.64211728031913,2.9108512263247643,1.612036600729581,2.5008634874876394,1.8237199422913004,2.227533617466262,2.2356963331534194,2.8985067278267675,2.423418330315563,0.32753630338733325,0.3612542311116973,2.5184569128456946,2.104321885939873,2.4083020684651726,1.1617583983335478,0.40186550425883644,2.2742218211654013,2.666136243226423
Ppargc1b,7.063241889546721,3.518130457375038,8.965596066948912,6.232136653223636,6.62573874284383,9.643932633185223,10.712333089480541,3.621969822337001,2.186604376305222,3.5805885300998264,5.324130687191303,5.9371527516028815,3.900113791939362,5.675616047750835,3.244804561023257,4.369611746884693,7.650834620406036,7.194433922540799,5.6039193929202895,7.311368135876524,4.865971542931842,3.3605320091796105,1.745195341173752,9.341931760432422,5.407451363520528,11.059074578470591,6.680800206395829,8.156289708610041
